olores,color,espumas,mat_susp,tem_agua,tem_aire,od,ph,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,Poblacion_partido,año,campaña_otoño,campaña_primavera,campaña_verano,codigo
0.0,0.0,0.0,0.0,19.0,14.0,8.09,7.3,18819.28571428572,2681.428571428572,212.8571428571429,3.1,0.06,0.1,0.21,4.542857142857143,70.0,0.0,446949.0,2023.0,1.0,0.0,0.0,38.0
0.0,0.0,0.0,0.0,12.0,10.0,8.96,8.09,800.0,500.0,230.0,5.7,0.42,3.0,0.55,2.5,50.0,0.0,100930.0,2023.0,0.0,0.0,0.0,8.0
0.0,0.0,0.0,1.0,28.0,29.0,5.19,6.91,1200.0,350.0,550.0,2.1,0.23,0.23,0.12,3.614285714285714,45.0,0.0,446949.0,2023.0,0.0,0.0,1.0,39.0
1.0,1.0,0.0,0.0,25.4,23.3,2.25,6.56,1200.0,200.0,400.0,3.3,0.51,0.41,0.35,5.8,34.0,0.0,446949.0,2022.0,0.0,0.0,1.0,36.0
0.0,0.0,0.0,0.0,25.5,26.0,7.51,7.65,3000.0,2800.0,3000.0,6.2,0.54,0.64,0.94,5.485714285714286,120.0,11.428571428571429,358712.0,2021.0,0.0,0.0,1.0,11.0
0.0,0.0,0.0,0.0,11.01,17.0,10.01,6.37,100000.0,13.0,2.0,8.5,5.2,0.62,0.62,14.0,10.0,0.0,358712.0,2022.0,0.0,0.0,0.0,12.0
0.0,0.0,0.0,1.0,24.7,26.0,6.2,7.31,4000.0,100.0,100.0,7.1,0.39,1.6,0.43,5.071428571428571,45.0,31.428571428571427,282281.0,2021.0,0.0,0.0,1.0,40.0
1.0,0.0,0.0,1.0,12.0,15.0,9.88,7.66,420.0,420.0,1000.0,9.2,1.5,1.0,0.25,4.385714285714285,19.0,0.0,633391.0,2023.0,0.0,0.0,0.0,24.0
0.0,0.0,0.0,0.0,21.0,24.0,1.31,7.79,20000.0,14000.0,300.0,4.2,3.18,0.21,0.2742857142857143,19.0,52.5,0.0,63997.0,2024.0,0.0,0.0,1.0,22.0
0.0,0.0,0.0,0.0,16.0,13.0,5.4,7.177142857142857,3000.0,2700.0,500.0,13.9,10.0,0.95,0.37,2.0,19.0,0.0,171616.0,2023.0,0.0,0.0,0.0,27.0
0.0,0.0,0.0,0.0,23.4,21.0,4.49,6.76,400.0,100.0,220.0,1.9,0.1,0.21,0.19,1.9,39.0,0.0,446949.0,2022.0,0.0,0.0,1.0,39.0
0.0,0.0,0.0,0.0,23.8,20.785714285714285,7.9,7.6,3000.0,230.0,240.0,4.7,1.0214285714285714,0.33,0.31,5.2,10.0,0.0,3121707.0,2021.0,0.0,1.0,0.0,17.0
0.0,1.0,0.0,1.0,24.0,24.0,2.9,6.82,4000.0,400.0,20.0,2.6,0.85,0.59,0.29,4.371428571428571,33.0,0.0,446949.0,2021.0,0.0,0.0,1.0,33.0
0.0,0.0,0.0,0.0,18.0,12.0,5.95,7.32,3000.0,100.0,40.0,2.3,1.0,0.26,0.3,2.7,25.0,0.0,171616.0,2021.0,0.0,0.0,0.0,27.0
0.0,0.0,0.0,0.0,18.6,12.3,8.83,7.162857142857143,6600.0,6600.0,1500.0,3.7,1.0,0.47,0.3,5.271428571428572,19.0,0.0,282281.0,2022.0,0.0,1.0,0.0,40.0
0.0,0.0,0.0,0.0,14.8,12.8,3.7,7.04,60000.0,3000.0,100.0,2.1,2.2,0.73,0.63,4.8,11.0,0.0,367554.0,2021.0,0.0,0.0,0.0,2.0
0.0,0.0,1.0,0.0,18.0,12.0,6.08,7.32,4000.0,2.9,640.0,4.8,0.99,0.18,0.17,2.0,50.0,0.0,446949.0,2023.0,1.0,0.0,0.0,33.0
0.0,0.0,0.0,1.0,26.8,25.0,5.94,6.96,1000.0,400.0,1.5,5.2,0.25,0.16,0.11,2.1,24.0,0.0,446949.0,2023.0,0.0,0.0,1.0,36.0
0.0,0.0,0.0,0.0,17.5,14.0,6.37,7.474285714285713,150000.0,65000.0,18000.0,12.7,1.4,0.29,0.28,2.8,21.0,0.0,297282.0,2023.0,0.0,0.0,0.0,29.0
0.0,0.0,0.0,0.0,18.5,14.0,6.6,7.324285714285714,1000.0,800.0,20.0,3.3,2.5,0.55,0.54,3.528571428571429,18.0,0.0,367554.0,2022.0,0.0,1.0,0.0,2.0
0.0,0.0,0.0,0.0,25.8,24.6,8.12,7.24,8300.0,900.0,360.0,4.9,1.1,0.34,0.3,3.2,6.0,67.14285714285714,282281.0,2021.0,0.0,1.0,0.0,42.0
0.0,0.0,0.0,0.0,12.0,14.0,7.328571428571428,8.27,50000.0,16.0,3.0,4.1,12.0,1.2,1.2,12.0,135.92857142857142,0.0,100930.0,2022.0,0.0,0.0,0.0,7.0
0.0,0.0,0.0,1.0,15.2,11.0,5.97,7.13,23000.0,19000.0,3000.0,15.2,2.9,2.0,0.46,3.8,45.0,0.0,446949.0,2023.0,0.0,0.0,0.0,32.0
0.0,0.0,0.0,0.0,7.0,10.0,9.1,8.47,600.0,230.0,260.0,6.1,0.11,0.25,0.21,4.028571428571428,70.0,0.0,100930.0,2022.0,1.0,0.0,0.0,9.0
0.0,0.0,0.0,0.0,18.3,13.0,7.85,7.02,2500.0,300.0,50.0,3.9,5.055714285714286,0.1,0.1,4.514285714285714,50.0,0.0,446949.0,2022.0,1.0,0.0,0.0,38.0
0.0,0.0,0.0,0.0,14.7,12.8,5.83,7.21,400.0,200.0,27.0,2.3,2.7,0.63,0.63,6.5,21.0,0.0,367554.0,2021.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,13.5,10.0,7.74,7.11,170.0,150.0,170.0,2.5,0.25,0.14,0.1614285714285714,3.6142857142857134,39.0,0.0,446949.0,2023.0,0.0,0.0,0.0,39.0
0.0,0.0,0.0,1.0,25.6,27.0,3.91,6.96,4000.0,1000.0,330.0,6.5,0.4,0.92,0.37,4.1,60.0,0.0,446949.0,2021.0,0.0,0.0,1.0,31.0
0.0,0.0,0.0,1.0,14.0,11.0,6.99,7.5,5000.0,2800.0,40.0,4.3,3.0,0.53,0.53,4.0,24.8,95.0,633391.0,2021.0,1.0,0.0,0.0,25.0
0.0,0.0,0.0,0.0,13.0,12.5,11.82,8.8,1000.0,100.0,300.0,3.5,0.7,0.22,0.2,7.7,12.0,0.0,358712.0,2021.0,0.0,0.0,0.0,11.0
0.0,0.0,0.0,0.0,20.0,19.0,7.3,8.0,34885.71428571428,14745.142857142857,1424.7142857142858,4.1,2.3,0.7028571428571428,0.6942857142857142,5.071428571428571,122.0,0.0,100930.0,2024.0,0.0,1.0,0.0,7.0
0.0,0.0,0.0,0.0,26.0,23.0,9.58,9.01,1100.0,300.0,1500.0,4.0,0.08,0.57,0.58,7.2,85.0,0.0,358712.0,2022.0,0.0,0.0,1.0,13.0
0.0,1.0,0.0,0.0,24.6,23.3,2.94,6.59,1800.0,200.0,580.0,6.5,0.05,0.59,0.54,1.9,17.0,0.0,446949.0,2022.0,0.0,0.0,1.0,32.0
0.0,0.0,1.0,1.0,23.6,24.2,7.0,7.14,28000.0,300.0,500.0,6.1,0.6,0.32,0.3,2.1,7.1,0.0,282281.0,2021.0,0.0,1.0,0.0,41.0
0.0,0.0,0.0,0.0,18.0,12.0,6.16,7.33,5.0,3.0,200.0,4.2,0.86,0.21,0.2,3.6142857142857134,45.0,0.0,446949.0,2023.0,1.0,0.0,0.0,32.0
0.0,0.0,0.0,0.0,25.5,26.0,4.07,6.92,5000.0,4500.0,350.0,6.7,0.66,0.83,0.32,5.142857142857144,29.0,67.14285714285714,282281.0,2021.0,0.0,0.0,1.0,42.0
0.0,0.0,0.0,1.0,19.0,15.0,5.24,7.48,49857.142857142855,4400.714285714285,912.8571428571428,8.5,0.52,0.25,0.24,4.2,37.0,0.0,367554.0,2023.0,1.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,18.5,16.0,7.85,7.32,2200.0,50.0,50.0,2.6,5.055714285714286,0.13,0.11,4.328571428571429,65.0,0.0,446949.0,2022.0,1.0,0.0,0.0,39.0
0.0,1.0,0.0,0.0,25.7,26.0,4.31,7.4,3571.428571428572,1014.2857142857144,425.7142857142857,3.9,0.21,1.1,0.27,3.7,31.0,0.0,446949.0,2021.0,0.0,0.0,1.0,36.0
0.0,0.0,0.0,0.0,12.0,15.0,9.3,7.4,450.0,450.0,640.0,8.9,1.9,3.1,0.3,4.385714285714285,22.0,0.0,633391.0,2023.0,0.0,0.0,0.0,25.0
0.0,0.0,0.0,0.0,18.0,17.0,3.29,7.42,15000.0,12000.0,2000.0,22.1,5.0,0.51,0.51,4.3,23.485714285714288,6.9,297282.0,2021.0,1.0,0.0,0.0,29.0
0.0,0.0,0.0,1.0,25.7,26.0,4.7,6.66,5000.0,4000.0,820.0,5.6,0.7,1.2,0.33,5.257142857142858,29.0,67.14285714285714,282281.0,2021.0,0.0,0.0,1.0,41.0
1.0,0.0,0.0,1.0,14.3,14.0,5.77,7.16,27000.0,430.0,100.0,7.7,3.8,0.57,0.46,11.0,17.0,0.0,633391.0,2022.0,0.0,0.0,0.0,25.0
0.0,1.0,0.0,1.0,22.6,23.0,8.5,8.3,3583.1428571428573,448.57142857142856,101.14285714285714,6.1,0.1,0.3657142857142857,0.4228571428571429,6.214285714285714,5.3,0.0,633391.0,2024.0,0.0,1.0,0.0,24.0
0.0,0.0,0.0,0.0,17.0,14.0,4.07,7.27,80000.0,5000.0,2800.0,21.0,1.6,0.41,0.45,4.1,9.0,30.0,297282.0,2021.0,0.0,0.0,0.0,29.0
0.0,0.0,0.0,0.0,20.97142857142857,21.0,4.302857142857143,7.874285714285714,10000.0,400.0,410.0,3.3,0.24,0.5,0.2685714285714285,4.1,32.0,0.0,63997.0,2023.0,0.0,1.0,0.0,18.0
1.0,1.0,0.0,1.0,23.0,27.0,0.82,7.19,30000.0,5000.0,1340.0,3.142857142857143,9.7,1.1,1.3,12.0,13.0,0.0,446949.0,2021.0,0.0,1.0,0.0,35.0
0.0,0.0,0.0,0.0,20.0,17.0,7.4,7.84,5000.0,200.0,1100.0,2.2,0.45,0.44,0.68,4.371428571428571,130.0,0.0,100930.0,2022.0,0.0,0.0,1.0,9.0
0.0,0.0,0.0,0.0,26.1,20.785714285714285,4.8,7.4,1800.0,1300.0,10.0,4.6,1.2,0.24,0.2,8.014285714285714,22.0,0.0,3121707.0,2022.0,0.0,0.0,1.0,14.0
0.0,0.0,0.0,0.0,17.0,14.0,5.56,7.3,90000.0,4200.0,1500.0,5.1,0.98,0.26,0.24,6.557142857142857,50.0,0.0,171616.0,2022.0,1.0,0.0,0.0,27.0
0.0,0.0,0.0,0.0,24.2,26.0,4.99,7.36,1000.0,200.0,120.0,3.6,0.63,0.28,0.22,3.5,23.0,0.0,367554.0,2023.0,0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0,22.542857142857144,23.0,6.295714285714285,7.252857142857144,3000.0,700.0,350.0,9.1,0.41,0.23,0.2,5.071428571428571,27.0,0.0,282281.0,2022.0,1.0,0.0,0.0,42.0
0.0,0.0,0.0,0.0,17.0,15.0,12.62,9.38,700.0,130.0,15.0,6.1,0.09,0.23,0.18,3.2,27.0,0.0,63997.0,2023.0,1.0,0.0,0.0,20.0
0.0,0.0,0.0,0.0,19.4,15.1,9.91,7.100000000000001,2100.0,1700.0,310.0,4.2,0.72,0.28,0.27,4.942857142857143,28.0,0.0,282281.0,2022.0,0.0,1.0,0.0,42.0
0.0,0.0,0.0,1.0,26.1,25.0,5.02,6.82,6000.0,500.0,220.0,3.9,0.56,0.23,0.17,2.2,28.0,0.0,446949.0,2023.0,0.0,0.0,1.0,33.0
0.0,0.0,0.0,0.0,15.6,17.0,9.48,7.25,560.0,930.0,730.0,3.7,0.1,0.3157142857142858,0.1714285714285714,3.571428571428572,23.0,0.0,446949.0,2022.0,0.0,0.0,0.0,38.0
0.0,0.0,0.0,0.0,14.5,13.0,2.54,6.8,10000.0,2000.0,150.0,2.357142857142857,4.7,0.48,0.57,6.8,22.0,6.428571428571429,446949.0,2021.0,0.0,0.0,0.0,36.0
0.0,0.0,0.0,0.0,18.0,15.0,5.22,7.33,44385.71428571428,21642.85714285714,1041.428571428571,5.8,0.73,0.25,0.24,5.971428571428571,50.0,0.0,367554.0,2023.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,13.0,10.0,8.14,8.14,4000.0,110.0,113.0,14.4,0.33,0.26,0.26,6.5,18.0,0.0,63997.0,2022.0,0.0,0.0,0.0,21.0
0.0,0.0,0.0,0.0,21.0,24.0,4.15,6.61,400.0,200.0,360.0,2.5285714285714285,0.6,0.1,0.2228571428571428,3.6142857142857134,33.0,0.0,446949.0,2023.0,0.0,1.0,0.0,38.0
0.0,0.0,0.0,0.0,13.9,10.0,10.88,8.52,2400.0,370.0,140.0,13.2,5.6,0.95,0.95,9.3,16.0,0.0,63997.0,2022.0,0.0,0.0,0.0,20.0
1.0,1.0,1.0,0.0,14.4,8.0,4.88,6.76,14000.0,2000.0,690.0,2.1,2.5,0.43,0.37,2.9,16.0,0.0,446949.0,2021.0,0.0,0.0,0.0,37.0
0.0,0.0,0.0,1.0,23.0,22.0,4.88,7.06,22000.0,14000.0,16000.0,5.3,1.3,0.22,0.3785714285714286,2.3,6.1,0.0,282281.0,2023.0,0.0,1.0,0.0,41.0
0.0,0.0,0.0,0.0,21.0,18.142857142857142,0.2,7.58,41000.0,38000.0,5600.0,6.5,0.96,0.72,0.3557142857142857,5.3,17.0,0.0,63997.0,2023.0,0.0,1.0,0.0,23.0
0.0,0.0,0.0,1.0,20.0,14.0,8.22,8.3,800.0,800.0,360.0,4.1,0.39,0.21,0.5342857142857144,3.2,110.0,0.0,100930.0,2023.0,0.0,1.0,0.0,8.0
0.0,0.0,0.0,0.0,28.0,27.0,6.5,6.0,1700.0,1000.0,60.0,4.3,0.51,0.46,0.19,3.1,20.0,0.0,297282.0,2023.0,0.0,0.0,1.0,28.0
1.0,1.0,1.0,1.0,15.3,11.0,5.36,7.13,4000.0,3600.0,1500.0,18.6,4.0,1.3,0.53,4.3,29.0,0.0,446949.0,2023.0,0.0,0.0,0.0,34.0
0.0,0.0,0.0,0.0,12.9,13.0,8.57,8.01,400.0,100.0,200.0,10.6,1.2,0.42,0.26,2.7,28.0,0.0,63997.0,2023.0,0.0,0.0,0.0,21.0
0.0,0.0,0.0,0.0,20.785714285714285,22.0,4.668571428571428,7.331428571428572,68000.0,7000.0,730.0,8.6,0.87,0.23,0.2,3.3,33.0,0.0,282281.0,2022.0,1.0,0.0,0.0,41.0
0.0,0.0,0.0,0.0,21.428571428571427,22.0,4.612857142857143,7.665714285714285,170000.0,10000.0,1500.0,8.0,0.49,0.24,0.2,2.4,45.0,0.0,282281.0,2022.0,1.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,23.0,24.0,6.02,6.89,4600.0,4100.0,500.0,1.9,0.65,0.31,0.3485714285714286,4.0,154.0,0.0,446949.0,2024.0,0.0,0.0,1.0,32.0
0.0,0.0,0.0,0.0,25.6,20.785714285714285,8.4,7.8,850.0,850.0,300.0,4.928571428571429,1.4857142857142855,0.33,0.23,17.0,66.0,0.0,3121707.0,2023.0,0.0,0.0,1.0,17.0
0.0,0.0,0.0,0.0,15.1,13.0,4.87,7.05,40000.0,20000.0,1500.0,2.9,4.5,0.5,0.5,7.5,34.142857142857146,110.0,446949.0,2021.0,1.0,0.0,0.0,33.0
0.0,0.0,0.0,0.0,20.0,17.0,6.99,7.75,6000.0,100.0,7500.0,1.9,0.18,0.54,0.85,2.4,110.0,0.0,100930.0,2022.0,0.0,0.0,1.0,8.0
0.0,0.0,0.0,0.0,15.1,13.0,0.96,7.5,2000.0,2000.0,1000.0,11.7,8.2,2.1,0.56,4.7,14.0,0.0,367554.0,2023.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,18.0,22.0,5.16,7.305714285714285,5800.0,4200.0,500.0,6.9,0.94,0.2,0.19,4.4,13.0,0.0,297282.0,2023.0,1.0,0.0,0.0,30.0
0.0,0.0,0.0,0.0,12.0,13.0,9.41,8.67,300.0,300.0,150.0,6.6,0.56,0.56,0.55,2.3,75.0,0.0,100930.0,2023.0,0.0,0.0,0.0,9.0
0.0,0.0,0.0,0.0,23.0,21.0,8.14,7.0,5300.0,4500.0,540.0,6.8,0.16,0.17,0.4057142857142857,3.0,20.9,0.0,297282.0,2024.0,0.0,0.0,1.0,30.0
0.0,0.0,0.0,0.0,17.0,15.0,7.43,7.88,200.0,120.0,40.0,11.6,0.23,0.16,0.15,3.7,27.0,0.0,63997.0,2023.0,1.0,0.0,0.0,23.0
0.0,0.0,0.0,0.0,23.0,22.0,10.6,8.2,1200.0,100.0,20.0,6.0,0.049,0.4,0.39,1.9,26.0,0.0,633391.0,2022.0,0.0,0.0,1.0,24.0
0.0,0.0,0.0,0.0,21.7,19.0,8.8,8.5,34671.42857142857,14716.57142857143,1410.428571428571,3.9,0.2,0.7442857142857144,0.6942857142857143,5.071428571428571,199.0,0.0,100930.0,2024.0,0.0,1.0,0.0,6.0
0.0,0.0,0.0,1.0,14.53,13.0,2.64,7.53,800.0,800.0,400.0,13.9,8.9,1.4,0.32,2.3,12.0,0.0,367554.0,2023.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,17.8,14.0,4.78,7.47,80000.0,5000.0,850.0,4.3,1.7,0.52,0.43,4.2,75.0,0.0,367554.0,2022.0,1.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,12.8,8.0,8.2,6.89,5300.0,400.0,90.0,3.0,0.98,0.19,0.2242857142857142,5.8,26.714285714285715,140.0,446949.0,2021.0,1.0,0.0,0.0,39.0
0.0,0.0,0.0,0.0,15.04,11.0,11.02,8.085714285714285,1600.0,1600.0,320.0,7.2,0.45,0.88,0.28,5.9,37.0,0.0,358712.0,2022.0,0.0,1.0,0.0,12.0
0.0,0.0,0.0,1.0,19.6,16.0,7.73,7.03,1000.0,200.0,50.0,7.7,5.152857142857143,0.17,0.1,3.4,60.0,0.0,446949.0,2022.0,1.0,0.0,0.0,31.0
0.0,0.0,0.0,0.0,17.1,5.0,8.98,8.301428571428572,130.0,30.0,45.0,6.1,0.4,0.24,0.24,3.7,39.0,0.0,63997.0,2022.0,0.0,1.0,0.0,23.0
1.0,0.0,1.0,0.0,24.8,22.0,2.95,6.81,8000.0,2200.0,800.0,3.2,2.3,0.89,0.44,2.3,50.0,6.428571428571429,446949.0,2021.0,0.0,0.0,1.0,34.0
1.0,1.0,0.0,0.0,15.3,12.0,4.25,6.74,120000.0,48000.0,4600.0,2.8,4.5,0.55,0.55,6.5,36.285714285714285,85.0,446949.0,2021.0,1.0,0.0,0.0,35.0
0.0,0.0,0.0,0.0,22.88571428571429,12.0,5.171428571428572,8.032857142857143,1400.0,1000.0,1160.0,7.3,0.87,0.44,0.43,3.6,75.0,0.0,63997.0,2023.0,0.0,0.0,0.0,18.0
0.0,0.0,0.0,0.0,17.2,6.0,8.38,8.301428571428572,95.0,35.0,50.0,5.7,0.41,0.29,0.23,3.7,26.0,0.0,63997.0,2022.0,0.0,1.0,0.0,21.0
0.0,0.0,0.0,1.0,23.0,25.0,2.01,6.67,19000.0,18000.0,5700.0,2.3,2.6,0.44,0.4514285714285714,4.7,8.7,0.0,446949.0,2023.0,0.0,1.0,0.0,34.0
0.0,0.0,0.0,1.0,16.0,22.0,8.7,6.63,600.0,500.0,50.0,9.0,1.4,0.2,0.3428571428571428,7.2,9.3,0.0,358712.0,2023.0,0.0,1.0,0.0,12.0
1.0,1.0,0.0,1.0,25.1,28.0,2.35,6.82,4000.0,2500.0,2000.0,3.1,2.424285714285714,1.3,0.51,3.7,31.0,0.0,446949.0,2021.0,0.0,0.0,1.0,37.0
0.0,1.0,0.0,0.0,24.5,21.0,6.3,6.48,1000.0,200.0,1200.0,3.1,0.049,0.17,0.16,5.5,90.0,0.0,446949.0,2022.0,0.0,0.0,1.0,38.0
1.0,1.0,0.0,1.0,29.4,29.0,3.45,6.83,21000.0,7200.0,1.19,3.4,4.6,0.52,0.48,3.5,6.0,0.0,446949.0,2023.0,0.0,0.0,1.0,37.0
1.0,1.0,1.0,1.0,24.6,24.0,1.21,7.12,20000.0,18000.0,4600.0,2.8,6.0,0.68,0.56,6.3,17.0,0.0,446949.0,2021.0,0.0,0.0,1.0,32.0
0.0,0.0,0.0,0.0,17.0,23.0,6.767142857142858,6.75,2.0,400.0,60.0,10.0,0.78,0.3,0.29,4.385714285714285,17.0,0.0,633391.0,2023.0,1.0,0.0,0.0,26.0
0.0,0.0,0.0,0.0,22.0,23.0,2.97,6.81,15000.0,13000.0,1000.0,1.8,0.95,0.29,0.4542857142857143,5.0,147.0,0.0,446949.0,2024.0,0.0,0.0,1.0,34.0
0.0,0.0,0.0,0.0,14.6,9.0,10.08,6.88,1000.0,600.0,100.0,2.1,0.3,0.6971428571428572,0.2328571428571428,3.6142857142857134,22.0,0.0,446949.0,2021.0,0.0,0.0,0.0,38.0
0.0,0.0,0.0,0.0,17.0,23.0,8.532857142857143,7.15,2000.0,350.0,40.0,3.0,0.33,0.15,0.14,4.085714285714286,60.0,0.0,633391.0,2023.0,1.0,0.0,0.0,24.0
0.0,0.0,0.0,0.0,23.5,26.0,9.05,7.87,2250.0,500.0,185.0,4.1,0.15,0.58,0.59,6.0,50.0,0.0,358712.0,2021.0,0.0,0.0,1.0,13.0
0.0,0.0,0.0,0.0,20.02857142857143,15.857142857142858,4.388571428571429,7.729999999999999,34271.42857142857,6200.0,958.5714285714286,1.2,5.01,0.4442857142857143,0.3228571428571428,7.128571428571428,18.0,0.0,63997.0,2024.0,0.0,1.0,0.0,18.0
0.0,0.0,0.0,0.0,14.2,12.0,11.48,8.95,400.0,30.0,10.0,6.4,0.26,0.26,0.26,2.1,28.228571428571428,45.0,63997.0,2021.0,1.0,0.0,0.0,21.0
1.0,1.0,0.0,0.0,16.5,15.0,1.13,7.12,240000.0,90.0,9.0,2.4857142857142853,9.3,0.86,0.86,14.0,26.714285714285715,0.0,446949.0,2022.0,0.0,0.0,0.0,37.0
0.0,0.0,0.0,0.0,15.0,11.0,7.58,7.42,7000.0,2000.0,10.0,4.4,0.82,0.73,0.73,7.0,25.514285714285712,70.0,633391.0,2021.0,1.0,0.0,0.0,26.0
0.0,0.0,0.0,0.0,15.3,13.0,9.97,7.61,170000.0,110.0,180.0,11.3,0.41,0.49,0.4,9.4,38.0,0.0,633391.0,2022.0,1.0,0.0,0.0,26.0
0.0,0.0,0.0,1.0,10.0,12.0,6.8585714285714285,8.114285714285716,1800.0,1500.0,500.0,5.2,0.55,0.27,0.27,3.3714285714285714,90.0,0.0,100930.0,2022.0,0.0,1.0,0.0,9.0
0.0,0.0,0.0,0.0,28.7,30.0,8.53,6.95,5200.0,4500.0,110.0,5.5,0.5,0.3,0.28,2.5,24.0,0.0,297282.0,2023.0,0.0,0.0,1.0,30.0
0.0,0.0,0.0,0.0,25.8,25.2,9.29,8.83,3800.0,1600.0,1100.0,6.5,1.9,0.8,0.69,14.0,13.0,0.0,367554.0,2022.0,0.0,0.0,1.0,3.0
0.0,0.0,0.0,0.0,26.1,16.428571428571427,3.95,6.86,9000.0,5000.0,800.0,5.2,0.59,2.5,0.3757142857142857,6.0,45.0,0.0,367554.0,2021.0,0.0,0.0,1.0,4.0
1.0,1.0,1.0,1.0,10.0,19.0,5.79,7.71,140000.0,12000.0,4596.285714285715,3.2142857142857144,14.0,1.6,1.5,11.0,7.0,0.0,100930.0,2021.0,0.0,1.0,0.0,10.0
0.0,0.0,0.0,0.0,7.0,8.0,10.7,9.19,4200.0,80.0,240.0,3.314285714285714,0.7,0.45,0.22,7.3,75.0,0.0,100930.0,2021.0,0.0,0.0,0.0,8.0
0.0,0.0,0.0,0.0,18.5,14.0,6.1,7.324285714285714,6000.0,6000.0,100.0,3.3,1.3,0.6614285714285714,0.4,4.914285714285716,15.0,0.0,367554.0,2022.0,0.0,1.0,0.0,5.0
0.0,0.0,0.0,0.0,22.4,24.2,7.21,7.17,8000.0,3000.0,300.0,5.2,1.1957142857142855,0.28,0.26,2.2,9.3,35.714285714285715,282281.0,2021.0,0.0,1.0,0.0,40.0
0.0,0.0,0.0,1.0,21.0,25.0,2.98,6.49,1000.0,400.0,900.0,2.371428571428571,1.0,0.14,0.2557142857142857,3.9142857142857146,24.0,0.0,446949.0,2023.0,0.0,1.0,0.0,33.0
0.0,0.0,0.0,0.0,25.2,20.785714285714285,6.4,7.3,1300.0,1300.0,780.0,4.928571428571429,0.6,0.35,0.21,8.27142857142857,50.0,0.0,3121707.0,2023.0,0.0,0.0,1.0,15.0
0.0,0.0,0.0,0.0,24.7,27.0,7.17,8.11,750.0,300.0,130.0,6.3,0.049,0.35,0.24,1.9,34.0,0.0,63997.0,2022.0,0.0,0.0,1.0,21.0
0.0,0.0,0.0,1.0,28.0,28.0,3.6,7.67,40000.0,37000.0,4800.0,2.8,4.2,0.86,0.53,4.8,5.2,0.0,297282.0,2021.0,0.0,0.0,1.0,29.0
0.0,0.0,0.0,0.0,26.1,27.5,4.7,7.4,25000.0,3800.0,370.0,5.114285714285714,1.2,0.64,0.3042857142857142,6.757142857142858,59.0,0.0,3121707.0,2021.0,0.0,0.0,1.0,15.0
0.0,0.0,0.0,1.0,18.6,13.0,7.38,7.399999999999999,120.0,80.0,20.0,5.1,0.71,0.49,0.31,4.385714285714285,20.0,0.0,633391.0,2022.0,0.0,1.0,0.0,25.0
0.0,0.0,0.0,0.0,19.0,20.0,5.85,7.177142857142857,5000.0,1400.0,300.0,6.2,0.62,0.21,0.2,3.957142857142857,40.0,0.0,171616.0,2023.0,1.0,0.0,0.0,27.0
0.0,0.0,0.0,1.0,23.0,22.0,6.95,6.64,3000.0,2000.0,900.0,5.8,0.77,0.2,0.3442857142857143,2.1,13.0,0.0,282281.0,2023.0,0.0,1.0,0.0,42.0
0.0,0.0,0.0,1.0,10.0,12.0,6.930000000000001,8.198571428571428,800.0,600.0,400.0,6.9,0.38,0.24,0.24,3.2,23.0,0.0,100930.0,2022.0,0.0,1.0,0.0,7.0
0.0,0.0,0.0,0.0,13.0,18.0,15.2,9.66,20000.0,1000.0,500.0,4.3,0.08,0.22,0.22,3.0,40.0,65.0,358712.0,2021.0,1.0,0.0,0.0,12.0
0.0,0.0,0.0,0.0,22.0,21.0,8.12,7.48,800.0,600.0,60.0,7.6,0.77,0.44,0.3071428571428571,5.0,64.5,0.0,633391.0,2024.0,0.0,0.0,1.0,25.0
0.0,0.0,0.0,1.0,26.0,24.0,6.59,7.24,600.0,100.0,130.0,3.9,5.01,0.26,0.21,3.6142857142857134,29.0,0.0,446949.0,2023.0,0.0,0.0,1.0,31.0
0.0,0.0,0.0,0.0,14.6,19.071428571428573,7.0,7.6,90000.0,30.0,2.0,13.7,2.9,0.2842857142857143,0.4,6.828571428571428,54.0,0.0,3121707.0,2022.0,0.0,0.0,0.0,15.0
0.0,0.0,0.0,1.0,17.4,13.0,5.05,6.74,30000.0,2300.0,300.0,8.3,0.26,0.33,0.3,2.8,60.0,0.0,446949.0,2022.0,1.0,0.0,0.0,37.0
0.0,0.0,0.0,0.0,21.0,19.0,3.3,7.0,6500.0,6600.0,1500.0,6.3,7.1,0.86,0.86,4.4,9.3,0.0,297282.0,2022.0,0.0,1.0,0.0,29.0
0.0,0.0,0.0,0.0,17.0,15.0,5.57,6.85,6.8,3.7,50.0,9.3,0.89,0.22,0.21,4.942857142857143,14.0,0.0,282281.0,2023.0,1.0,0.0,0.0,40.0
