codigo,año,campaña,olores,color,espumas,mat_susp,tem_agua,tem_aire,od,ph,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,Poblacion_partido
AV054,2023.0,verano,0.0,0.0,0.0,0.0,0.7897321428571429,0.7241379310344827,0.16255025847214244,0.3588110403397029,0.009998585712265303,0.018316971949532496,0.009941091494943948,0.4,0.0494656317496281,0.18543046357615897,0.3357142857142857,0.13574660633484165,0.09506398537477148,0.0,0.09927592871789673
AV051,2024.0,verano,0.0,0.0,0.0,0.0,0.6696428571428572,0.5517241379310345,0.2699597932222861,0.4755838641188961,0.0029985757122510176,0.015816930282171373,0.014441359260876021,0.18181818181818182,0.016600583852555445,0.05960264900662252,0.21122448979591835,0.23076923076923075,0.3153564899451554,0.0,0.09927592871789673
AV055,2023.0,invierno,0.0,0.0,0.0,0.0,0.3348214285714286,0.3103448275862069,0.05169442848937393,0.4309978768577496,0.005712865304093292,0.01665027750462508,0.0999464468135854,0.5545454545454546,0.3464337065923054,0.2119205298013245,0.2142857142857143,0.11312217194570137,0.026508226691042046,0.0,0.09927592871789673
AV052,2021.0,otoño,0.0,0.0,0.0,0.0,0.4107142857142857,0.3620689655172414,0.2567489948305572,0.5053078556263271,0.012855732651046644,0.05331755529258821,0.02994228156575316,0.10454545454545454,0.11550694958825324,0.13245033112582782,0.2714285714285714,0.24886877828054302,0.12705667276051189,0.22058823529411764,0.09927592871789673
TI004,2021.0,otoño,1.0,1.0,0.0,0.0,0.3705357142857143,0.3103448275862069,0.26076967260195294,0.3057324840764333,0.1171415959165656,0.20832013866897783,0.10494674433128771,0.0818181818181818,0.13729249270184307,0.11920529801324506,0.24285714285714283,0.2398190045248869,0.11399843301123008,0.3235294117647059,0.12524143885456762
BZ080,2021.0,otoño,0.0,0.0,0.0,0.0,0.1785714285714286,0.37931034482758624,0.7162550258472142,0.8768577494692145,0.007141438773483963,0.006650110835180587,0.02994228156575316,0.09545454545454547,0.0022221253975861625,0.2218543046357616,0.46428571428571425,0.05429864253393665,0.18647166361974407,0.23529411764705882,0.09638422217934337
CA046,2023.0,verano,0.0,0.0,0.0,0.0,0.8660714285714286,0.5788177339901477,0.4422745548535325,0.5074309978768579,0.002427146324494749,0.013316888614810247,0.023941924544510395,0.17402597402597403,0.0022221253975861625,0.12251655629139074,0.05,0.1855203619909502,0.2870201096892139,0.0,0.9999999999999999
AV055,2021.0,verano,0.0,0.0,0.0,0.0,0.830357142857143,0.42857142857142855,0.12981045376220562,0.35244161358811055,0.002141431630616615,0.0008166802780046335,0.018441597275037865,0.11818181818181818,0.06322164611563766,0.2185430463576159,0.2714285714285714,0.3438914027149321,0.14533820840950643,0.0,0.09927592871789673
EN081,2024.0,primavera,0.0,0.0,0.0,0.0,0.7455357142857142,0.39408866995073893,0.4250430786904078,0.5508037609948435,0.006335315172899226,0.013316888614810247,0.0174415377714974,0.24090909090909096,0.09153662772241482,0.13907284768211922,0.1938775510204081,0.16160310277957332,0.32632541133455206,0.0,0.0
EN083,2023.0,otoño,0.0,0.0,0.0,0.0,0.4464285714285714,0.37931034482758624,0.23205054566341182,0.5371549893842889,0.02142717346739067,0.056650944182403046,0.05994406667196698,0.23181818181818187,0.02487909023571958,0.043046357615894044,0.07142857142857144,0.27407886231415646,0.17276051188299818,0.0,0.0
AV051,2021.0,primavera,0.0,0.0,0.0,0.0,0.7544642857142856,0.8275862068965516,0.2521539345203906,0.30785562632696384,0.0028557183653119505,0.0008166802780046335,0.004940793977241645,0.22012987012987012,0.06322164611563766,0.056291390728476824,0.13571428571428568,0.02262443438914026,0.05850091407678244,0.0,0.09927592871789673
EN082,2023.0,primavera,0.0,0.0,0.0,0.0,0.6696428571428572,0.5172413793103448,0.46410109132682364,0.5944798301486198,0.001284287548982213,0.00473341222353706,0.005440823729011875,0.24090909090909096,0.017036294714827243,0.029801324503311265,0.11836734693877547,0.053652230122818334,0.13619744058500916,0.0,0.0
TI007,2023.0,primavera,0.0,0.0,0.0,1.0,0.7142857142857144,0.6896551724137931,0.10051694428489374,0.2845010615711254,0.009998585712265303,0.01665027750462508,0.0799452567427762,0.0818181818181818,0.028800487996165743,0.11920529801324506,0.17755102040816328,0.12217194570135745,0.004113345521023767,0.0,0.12524143885456762
EN-adic,2021.0,primavera,0.0,0.0,0.0,0.0,0.6332908163265307,0.8275862068965516,0.31451546730122265,0.6199575371549895,0.008570012242874632,0.001650027500458341,0.0009405559630798032,0.29090909090909095,0.0009149928107707729,0.11589403973509935,0.0642857142857143,0.167420814479638,0.13162705667276053,0.0,0.0
TI002,2021.0,primavera,1.0,1.0,0.0,1.0,0.7857142857142858,0.8620689655172413,0.09247558874210224,0.29723991507431013,0.005712865304093292,0.008316805280088001,0.06744451294852044,0.07987012987012988,0.13293538407912509,0.1291390728476821,0.20714285714285713,0.1855203619909502,0.07678244972577697,0.0,0.12524143885456762
AV055,2023.0,otoño,0.0,0.0,0.0,0.0,0.5357142857142857,0.37931034482758624,0.24411257897759908,0.4607218683651806,0.05632518250536277,0.04725912098534976,0.024084790187873316,0.3545454545454546,0.017036294714827243,0.05960264900662252,0.10714285714285714,0.09954751131221717,0.13619744058500916,0.0,0.09927592871789673
TI003,2022.0,otoño,0.0,1.0,0.0,0.0,0.5,0.41379310344827586,0.3210798391728892,0.3460721868365182,0.08571297958997084,0.01665027750462508,0.018941627026808093,0.15454545454545454,4.357108622717997e-05,0.056291390728476824,0.0857142857142857,0.027149321266968326,0.3555758683729433,0.0,0.12524143885456762
BS093,2021.0,primavera,0.0,1.0,0.0,1.0,0.1785714285714286,0.5172413793103448,0.46467547386559444,0.6539278131634823,0.005141435916337024,0.001400023333722229,4.050240989338865e-05,0.12727272727272726,0.0026578362598579587,0.23178807947019872,0.007142857142857131,0.04977375565610859,0.21846435100548448,0.0,0.012078647092104877
QU062,2024.0,primavera,0.0,1.0,0.0,1.0,0.6964285714285716,0.6551724137931034,0.47673750717978175,0.6135881104033969,0.03904005577150825,0.004781032064820129,0.003926447909364892,0.47727272727272724,0.0022221253975861625,0.09697256385998107,0.15714285714285714,0.20685197155785393,0.3912248628884826,0.0,0.1862158281851451
BS091,2022.0,invierno,0.0,0.0,0.0,0.0,0.13392857142857145,0.27586206896551724,0.40288832362353333,0.6390658174097665,0.012855732651046644,0.0,0.02844219231044247,0.6863636363636363,0.23314888240163828,0.40397350993377484,0.6428571428571429,0.12992889463477697,0.10420475319926874,0.0,0.012078647092104877
BS093,2021.0,verano,0.0,0.0,0.0,0.0,0.5803571428571429,0.7586206896551724,0.26938541068351524,0.5180467091295118,0.0017128595897994141,0.003316721945365756,0.011941210502024869,0.09999999999999999,0.07629297198379155,0.21523178807947022,0.22857142857142854,0.036199095022624445,0.014168190127970747,0.0,0.012078647092104877
AV052,2021.0,primavera,0.0,0.0,0.0,0.0,0.6428571428571428,0.8655172413793104,0.2653647329121195,0.32059447983014877,0.0028557183653119505,0.008316805280088001,0.009941091494943948,0.23181818181818176,0.0022221253975861625,0.08940397350993376,0.2,0.07239819004524886,0.04936014625228519,0.0,0.09927592871789673
BS094,2024.0,primavera,0.0,0.0,0.0,0.0,0.6517857142857144,0.5172413793103448,0.5054566341183228,0.6985138004246285,0.04952925442954715,0.12262347229596686,0.07046612130564624,0.11818181818181818,0.09758055982621361,0.21996215704824984,0.42448979591836733,0.16095669036845509,0.8720292504570385,0.0,0.012078647092104877
TI002,2021.0,otoño,0.0,0.0,0.0,0.0,0.3883928571428571,0.3103448275862069,0.2653647329121195,0.36730360934182604,0.11428444897778425,0.49999166652777555,0.2799571574508683,0.0818181818181818,0.18522068755174065,0.14238410596026493,0.29285714285714287,0.13122171945701355,0.15578480020893185,0.20588235294117646,0.12524143885456762
BZ077,2021.0,otoño,0.0,0.0,0.0,0.0,0.2678571428571429,0.41379310344827586,0.7001723147616312,0.8322717622080682,0.04142720203886006,0.008316805280088001,0.039942876601157765,0.2181818181818182,0.008322077469391313,0.04635761589403974,0.0857142857142857,0.10407239819004524,0.14076782449725778,0.22058823529411764,0.09638422217934337
AV052,2022.0,invierno,0.0,0.0,0.0,0.0,0.3392857142857143,0.3448275862068965,0.29638139000574387,0.4607218683651806,0.057141510202157436,2.500041667361123e-05,0.033442489828144774,0.5545454545454546,0.08500718922922748,0.0860927152317881,0.17142857142857143,0.14027149321266968,0.11791590493601463,0.0,0.09927592871789673
EN083,2024.0,primavera,0.0,0.0,0.0,0.0,0.7767857142857142,0.6108374384236452,0.03446295232624928,0.5216863815589932,0.010774097024220239,0.052055629498586886,0.052665062142626035,0.013636363636363627,0.1939349047971766,0.07521286660359508,0.06632653061224485,0.19263089851325146,0.06809872029250458,0.0,0.0
TI004,2021.0,primavera,1.0,1.0,0.0,1.0,0.7901785714285714,0.9310344827586206,0.27972429638139,0.3057324840764333,0.008855726936752767,0.011650194169902832,0.009941091494943948,0.05,0.0819572131933249,0.043046357615894044,0.07142857142857144,0.01357466063348417,0.13162705667276053,0.058823529411764705,0.12524143885456762
TI003,2021.0,primavera,0.0,0.0,0.0,1.0,0.75,0.9310344827586206,0.25904652498564046,0.3099787685774946,0.004284291834702621,0.01665027750462508,0.0004405262113095729,0.04090909090909091,0.01093634264302209,0.039735099337748346,0.0642857142857143,0.10148674854557205,0.14076782449725778,0.0,0.12524143885456762
BS092,2022.0,verano,0.0,0.0,0.0,0.0,0.6696428571428572,0.5517241379310345,0.3670304422745549,0.5520169851380043,0.0009985728551040788,0.0008166802780046335,0.017941567523267633,0.0818181818181818,0.0,0.40397350993377484,0.2857142857142857,0.14027149321266968,0.04021937842778793,0.0,0.012078647092104877
TI003,2022.0,verano,1.0,1.0,0.0,0.0,0.8125,0.6655172413793105,0.11602527283170593,0.45435244161358823,0.001998574283677548,0.0008166802780046335,0.014941389012646251,0.2863636363636364,0.04143610300204784,0.09933774834437087,0.2142857142857143,0.17647058823529413,0.09506398537477148,0.0,0.12524143885456762
TI006,2023.0,otoño,0.0,0.0,0.0,1.0,0.4910714285714286,0.27586206896551724,0.39747271682940843,0.4055201698513802,0.0004271434673478105,0.00915015250254171,0.014941389012646251,0.2545454545454546,0.003529257984401551,0.009933774834437088,0.0,0.07563025210084037,0.2641681901279707,0.0,0.12524143885456762
