tem_agua,tem_aire,od,ph,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,Poblacion_partido,Personas_con_cloacas,codigo_AV051,codigo_AV052,codigo_AV053,codigo_AV054,codigo_AV055,codigo_BS091,codigo_BS092,codigo_BS093,codigo_BS094,codigo_BS095,codigo_BZ077,codigo_BZ078,codigo_BZ080,codigo_CA041,codigo_CA044,codigo_CA046,codigo_CA047,codigo_EN-adic,codigo_EN-extra,codigo_EN081,codigo_EN082,codigo_EN083,codigo_EN084,codigo_QU061,codigo_QU062,codigo_QU063,codigo_SF015,codigo_SI022,codigo_SI023,codigo_SI024,codigo_TI001,codigo_TI002,codigo_TI003,codigo_TI004,codigo_TI005,codigo_TI006,codigo_TI007,codigo_TI008,codigo_TI009,codigo_VL031,codigo_VL032,codigo_VL033,campaña_otoño,campaña_primavera,campaña_verano,campaña_nan,año_2022.0,año_2023.0,año_2024.0,año_nan,olores,color,espumas,mat_susp
0.5090338411503809,0.42323841550025937,-0.29431703656016267,-0.21393792777390316,-0.2549668727060042,0.21751248011646815,0.4335493454585433,0.5641875825724068,-0.5000877796489289,-0.6710014301690607,-0.3858377907597301,-0.765206171676363,1.4081486994817627,-0.2387491940271473,-0.30321317960213917,-0.14943773672939487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.1869446510003299,-1.2187440532619809,1.1034448154560688,-0.6894864939626464,0.12910894914144816,0.6852738887766346,0.11120771819355514,-0.9444069921218112,-0.0034018700671826154,-0.4386855366359169,-0.19908287816255613,0.4025490544439479,-0.26129088590878585,2.1269821487921865,-0.06946357872759136,-0.3317550776923698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8534070361478956,1.7368243905100516,0.11761781655293323,-0.718307619186206,-0.39423378473407594,-0.4012925904590736,-0.4094218496919634,-0.796020640512544,1.8824319660492632,0.34708880913795237,-0.778023107213795,-0.5635456306194421,-0.29175511191956227,-0.2387491940271473,-0.06946357872759136,-0.3317550776923698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5250993857707844,-0.8903475595095328,-0.012652179730695438,1.673845774369289,-0.40780381677193317,-0.38109848559180654,-0.40557266615246335,-0.12828205827084097,-0.6101712002422448,-0.742746044348414,-0.9087515460318166,-0.8965200123645907,0.22613673026363715,-0.2387491940271473,-0.5606446408951659,-0.46910385053386283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8767046829239804,-1.3829423001382048,-0.7872305360117307,-0.5309703052330649,-0.30591818198456705,-0.11424781413149131,0.3180738392735424,4.2243842556010005,0.9401703064469529,0.883465210383593,1.0957511825111816,0.08833379279711721,-0.3526835639411151,-0.2387491940271473,-0.06946357872759136,-0.3317550776923698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.31827274038655134,-0.3977528188808607,0.08240970944924964,-1.1650350601513884,-0.4077630557245103,-0.40970199270022845,-0.14382818546646128,0.6631118169785846,-0.3655413767015429,-0.742746044348414,-0.778023107213795,-0.12739608833354246,-0.7182542760704324,-0.2387491940271473,-0.30321317960213917,-0.14943773672939487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.31827274038655134,-0.0693563251284127,0.43449078048608375,-0.3436329912799238,-0.4077511670856787,-0.4096515074380602,-0.1592249196244614,-0.2696023931368098,-0.49702990685467013,-0.8862352727071203,-1.0394799848498382,0.5479322352059144,0.9268139285114951,-0.2387491940271473,3.7274102215007696,3.7727666971660425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.3317233027692934,-1.875537040766877,0.7971342836540234,0.564232453262222,-0.23798310294648325,-0.3738863052820683,-0.3978742990734633,-0.5734411130986429,-0.3441362671417315,-0.16878913091358785,-0.21153320566903452,0.9090452970985405,-0.5963973720273266,0.5192035662936103,0.19519466140560052,0.1263011863206151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5090338411503809,1.4084278967576034,0.8217799586266012,0.8812648307213851,-0.40102729263788434,-0.4027350265210213,-0.36515623898771304,0.4652633481662284,-0.42364095979245964,-0.742746044348414,-1.1266322773951858,-0.46975003012785055,-0.3831477899518916,-0.03203480484875888,-0.6130717913378728,-0.4835941149827488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5090338411503809,0.25904016862403534,-0.9667918822405159,-0.12747455210322187,-0.3789483919505071,-0.3234010431139005,-0.3285889953624627,-0.12828205827084097,-0.4542196877350473,-0.6231716873828251,-0.14928156813664373,-0.4791295901770098,0.7592606854522248,-0.2387491940271473,-0.18216640842999088,-0.12796586363673068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
