codigo,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,ica,Poblacion_partido,Personas_con_cloacas
TI007,2022.0,verano,24.5,20.0,1.5,6.54,0.0,1.0,0.0,1.0,18000.0,1500.0,100.0,5.6,2.0,0.73,0.6,3.5,12.0,0.0,35.0,446949.0,144834.0
TI007,2022.0,otoño,17.4,13.0,5.05,6.74,0.0,0.0,0.0,1.0,30000.0,2300.0,300.0,8.3,0.26,0.33,0.3,2.8,60.0,0.0,41.0,446949.0,144834.0
TI007,2022.0,invierno,16.5,15.0,1.13,7.12,1.0,1.0,0.0,0.0,240000.0,90.0,9.0,,9.3,0.86,0.86,14.0,,0.0,25.0,446949.0,144834.0
TI007,2022.0,primavera,19.0,11.0,6.35,,0.0,0.0,0.0,1.0,12000.0,11500.0,700.0,2.9,1.1,0.32,0.31,,30.0,0.0,52.0,446949.0,144834.0
TI008,2022.0,verano,24.5,21.0,6.3,6.48,0.0,1.0,0.0,0.0,1000.0,200.0,1200.0,3.1,0.049,0.17,0.16,5.5,90.0,0.0,46.0,446949.0,144834.0
TI008,2022.0,otoño,18.3,13.0,7.85,7.02,0.0,0.0,0.0,0.0,2500.0,300.0,50.0,3.9,,0.1,0.1,,50.0,0.0,58.0,446949.0,144834.0
TI008,2022.0,invierno,15.6,17.0,9.48,7.25,0.0,0.0,0.0,0.0,560.0,930.0,730.0,3.7,0.1,,,,23.0,0.0,53.0,446949.0,144834.0
TI008,2022.0,primavera,19.2,12.0,6.91,,0.0,0.0,0.0,0.0,830.0,820.0,640.0,2.5,0.1,0.19,0.16,,29.0,0.0,50.0,446949.0,144834.0
TI009,2022.0,verano,23.4,21.0,4.49,6.76,0.0,0.0,0.0,0.0,400.0,100.0,220.0,1.9,0.1,0.21,0.19,1.9,39.0,0.0,58.0,446949.0,144834.0
TI009,2022.0,otoño,18.5,16.0,7.85,7.32,0.0,0.0,0.0,0.0,2200.0,50.0,50.0,2.6,,0.13,0.11,,65.0,0.0,61.0,446949.0,144834.0
TI009,2022.0,invierno,15.6,15.0,8.68,7.13,0.0,0.0,0.0,0.0,3200.0,2.0,250.0,2.4,0.11,0.12,0.12,,33.0,0.0,51.0,446949.0,144834.0
TI009,2022.0,primavera,18.6,12.0,7.21,,0.0,0.0,0.0,0.0,1060.0,850.0,620.0,2.6,0.12,0.36,0.19,,35.0,0.0,50.0,446949.0,144834.0
VL031,2022.0,verano,,22.0,,,0.0,0.0,0.0,0.0,4200.0,500.0,240.0,5.9,0.41,0.24,0.69,1.9,22.0,0.0,47.0,282281.0,273863.0
VL031,2022.0,otoño,,22.0,,,0.0,0.0,0.0,0.0,170000.0,10000.0,1500.0,8.0,0.49,0.24,0.2,2.4,45.0,0.0,38.0,282281.0,273863.0
VL031,2022.0,invierno,13.1,15.0,10.43,8.02,0.0,0.0,0.0,0.0,160000.0,4.0,2.0,16.4,0.22,0.42,0.42,5.6,12.0,0.0,38.0,282281.0,273863.0
VL031,2022.0,primavera,18.6,12.3,8.83,,0.0,0.0,0.0,0.0,6600.0,6600.0,1500.0,3.7,1.0,0.47,0.3,,19.0,0.0,49.0,282281.0,273863.0
VL032,2022.0,verano,,22.0,,,0.0,0.0,0.0,0.0,6500.0,200.0,1700.0,7.3,0.63,0.27,0.32,1.9,17.0,0.0,40.0,282281.0,273863.0
VL032,2022.0,otoño,,22.0,,,0.0,0.0,0.0,0.0,68000.0,7000.0,730.0,8.6,0.87,0.23,0.2,3.3,33.0,0.0,37.0,282281.0,273863.0
VL032,2022.0,invierno,16.1,17.0,9.82,7.76,0.0,0.0,0.0,0.0,40000.0,1.0,450.0,12.8,0.95,0.32,0.32,12.0,16.0,0.0,37.0,282281.0,273863.0
VL032,2022.0,primavera,18.5,15.1,8.62,,0.0,0.0,0.0,1.0,4200.0,4000.0,570.0,4.4,0.93,0.29,0.29,,19.0,0.0,50.0,282281.0,273863.0
VL033,2022.0,verano,,23.0,,,0.0,0.0,0.0,0.0,5500.0,100.0,650.0,4.9,0.94,0.28,0.33,1.9,14.0,0.0,45.0,282281.0,273863.0
VL033,2022.0,otoño,,23.0,,,0.0,0.0,0.0,0.0,3000.0,700.0,350.0,9.1,0.41,0.23,0.2,,27.0,0.0,50.0,282281.0,273863.0
VL033,2022.0,invierno,17.1,17.0,9.87,7.99,0.0,0.0,0.0,0.0,13000.0,6.0,2.0,20.6,0.49,,0.42,6.5,12.0,0.0,42.0,282281.0,273863.0
VL033,2022.0,primavera,19.4,15.1,9.91,,0.0,0.0,0.0,0.0,2100.0,1700.0,310.0,4.2,0.72,0.28,0.27,,28.0,0.0,60.0,282281.0,273863.0
AC001,2023.0,invierno,15.21,13.0,0.6,7.29,0.0,0.0,0.0,1.0,40000.0,10300.0,14000.0,11.0,9.1,0.55,0.53,,16.0,0.0,32.0,,
AV051,2023.0,verano,23.87,26.0,4.85,7.23,0.0,0.0,0.0,0.0,1000.0,100.0,240.0,3.7,0.44,0.47,0.32,2.6,27.0,0.0,45.0,367554.0,289059.0
AV051,2023.0,otoño,18.0,15.0,5.22,7.33,0.0,0.0,0.0,0.0,,,,5.8,0.73,0.25,0.24,,50.0,0.0,40.0,367554.0,289059.0
AV051,2023.0,invierno,15.0,13.0,1.22,7.47,0.0,0.0,0.0,0.0,4000.0,2200.0,800.0,13.8,7.2,2.7,0.6,5.2,12.0,0.0,38.0,367554.0,289059.0
AV051,2023.0,primavera,23.0,22.0,6.4,7.39,0.0,0.0,0.0,0.0,500.0,500.0,150.0,2.9,1.9,0.29,,4.6,30.0,0.0,40.0,367554.0,289059.0
AV052,2023.0,verano,24.2,26.0,4.99,7.36,0.0,0.0,0.0,0.0,1000.0,200.0,120.0,3.6,0.63,0.28,0.22,3.5,23.0,0.0,38.0,367554.0,289059.0
AV052,2023.0,otoño,19.0,15.0,5.24,7.48,0.0,0.0,0.0,1.0,,,,8.5,0.52,0.25,0.24,4.2,37.0,0.0,39.0,367554.0,289059.0
AV052,2023.0,invierno,15.1,13.0,0.96,7.5,0.0,0.0,0.0,0.0,2000.0,2000.0,1000.0,11.7,8.2,2.1,0.56,4.7,14.0,0.0,39.0,367554.0,289059.0
AV052,2023.0,primavera,22.0,22.0,6.3,7.39,0.0,0.0,0.0,0.0,1000.0,900.0,290.0,3.1,1.3,0.2,,3.1,26.0,0.0,40.0,367554.0,289059.0
AV053,2023.0,verano,24.6,26.0,1.99,7.5,0.0,0.0,0.0,0.0,5000.0,900.0,10.0,9.9,,0.42,0.4,4.5,21.0,0.0,40.0,367554.0,289059.0
AV053,2023.0,otoño,18.0,15.0,3.22,7.52,0.0,0.0,0.0,0.0,5000.0,2500.0,80.0,15.2,2.9,0.57,0.56,3.8,11.0,0.0,35.0,367554.0,289059.0
AV053,2023.0,invierno,14.53,13.0,2.64,7.53,0.0,0.0,0.0,1.0,800.0,800.0,400.0,13.9,8.9,1.4,0.32,2.3,12.0,0.0,36.0,367554.0,289059.0
AV053,2023.0,primavera,22.0,22.0,6.3,7.42,0.0,0.0,0.0,0.0,1100.0,1100.0,300.0,2.8,1.2,0.2,,3.1,25.0,0.0,40.0,367554.0,289059.0
AV054,2023.0,verano,24.69,25.0,3.03,7.0,0.0,0.0,0.0,0.0,7000.0,2200.0,200.0,9.9,,0.64,0.57,4.9,23.0,0.0,37.0,367554.0,289059.0
AV054,2023.0,otoño,18.0,15.0,3.55,7.08,0.0,0.0,0.0,1.0,,,,10.2,1.1,0.32,0.31,2.9,45.0,0.0,37.0,367554.0,289059.0
AV054,2023.0,invierno,15.18,13.0,1.2,7.48,0.0,0.0,0.0,0.0,12000.0,4600.0,1200.0,10.5,10.0,1.4,0.65,7.7,19.0,0.0,38.0,367554.0,289059.0
AV054,2023.0,primavera,22.0,21.0,3.33,7.05,1.0,1.0,0.0,1.0,19000.0,16000.0,6000.0,12.7,,0.54,,17.0,16.0,0.0,23.0,367554.0,289059.0
AV055,2023.0,verano,24.5,26.0,3.02,7.45,0.0,0.0,0.0,0.0,4000.0,2000.0,10.0,10.6,,0.75,0.36,5.3,21.0,0.0,39.0,367554.0,289059.0
AV055,2023.0,otoño,19.0,15.0,4.45,7.48,0.0,0.0,0.0,0.0,,,,8.9,0.44,0.26,0.25,4.1,32.0,0.0,41.0,367554.0,289059.0
AV055,2023.0,invierno,14.5,13.0,1.1,7.34,0.0,0.0,0.0,0.0,4000.0,2000.0,2000.0,13.3,8.0,0.72,0.4,4.4,8.0,0.0,37.0,367554.0,289059.0
AV055,2023.0,primavera,22.0,22.0,5.94,7.41,0.0,0.0,0.0,0.0,900.0,900.0,300.0,2.8,1.4,0.24,,3.9,20.0,0.0,38.0,367554.0,289059.0
BS091,2023.0,otoño,16.0,13.0,10.88,9.18,0.0,0.0,0.0,0.0,24.0,11200.0,5000.0,21.5,4.4,0.43,0.42,5.5,20.0,0.0,32.0,100930.0,47630.0
BS091,2023.0,invierno,12.2,10.0,6.33,8.7,0.0,0.0,0.0,0.0,600.0,600.0,360.0,10.5,3.2,1.7,1.1,4.0,90.0,0.0,37.0,100930.0,47630.0
BS091,2023.0,primavera,24.0,20.0,4.53,7.84,1.0,0.0,1.0,1.0,81000.0,75000.0,18400.0,,11.0,0.96,0.51,23.0,50.0,0.0,25.0,100930.0,47630.0
BS092,2023.0,otoño,17.0,13.0,6.33,8.7,0.0,0.0,0.0,0.0,1.0,400.0,120.0,5.5,0.13,0.22,0.18,2.6,45.0,0.0,35.0,100930.0,47630.0
BS092,2023.0,primavera,21.0,,4.76,7.65,1.0,0.0,0.0,0.0,200.0,200.0,160.0,,8.4,0.2,,8.4,17.0,0.0,37.0,100930.0,47630.0
BS093,2023.0,otoño,18.0,13.0,5.93,8.35,0.0,0.0,0.0,0.0,500.0,500.0,140.0,3.7,0.09,0.17,0.12,2.1,32.0,0.0,36.0,100930.0,47630.0
BS093,2023.0,invierno,12.0,10.0,8.96,8.09,0.0,0.0,0.0,0.0,800.0,500.0,230.0,5.7,0.42,3.0,0.55,2.5,50.0,0.0,38.0,100930.0,47630.0
BS093,2023.0,primavera,20.0,14.0,8.22,8.3,0.0,0.0,0.0,1.0,800.0,800.0,360.0,4.1,0.39,0.21,,,110.0,0.0,35.0,100930.0,47630.0
BS094,2023.0,otoño,17.0,13.0,10.02,9.04,0.0,0.0,0.0,0.0,1.1,700.0,80.0,4.2,0.09,0.18,0.15,,40.0,0.0,35.0,100930.0,47630.0
BS094,2023.0,invierno,12.0,13.0,9.41,8.67,0.0,0.0,0.0,0.0,300.0,300.0,150.0,6.6,0.56,0.56,0.55,2.3,75.0,0.0,36.0,100930.0,47630.0
BS094,2023.0,primavera,20.0,20.0,9.78,8.49,0.0,0.0,0.0,0.0,1000.0,800.0,850.0,,0.33,0.38,,2.2,34.0,0.0,41.0,100930.0,47630.0
BS095,2023.0,otoño,18.0,16.0,11.7,9.39,0.0,0.0,0.0,0.0,32000.0,32000.0,1500.0,22.5,6.3,0.61,0.51,4.8,12.0,0.0,32.0,100930.0,47630.0
BS095,2023.0,primavera,23.0,21.0,7.51,8.02,0.0,0.0,0.0,0.0,52000.0,15600.0,1960.0,2.9,2.1,0.44,,4.1,70.0,0.0,37.0,100930.0,47630.0
BZ077,2023.0,otoño,,14.0,,,0.0,0.0,0.0,0.0,2.0,2000.0,7600.0,16.7,2.1,0.43,0.42,7.9,23.0,0.0,31.0,358712.0,267760.0
BZ077,2023.0,primavera,,19.0,,,0.0,0.0,0.0,0.0,4100.0,4100.0,1200.0,5.3,1.3,0.74,,11.0,95.0,0.0,29.0,358712.0,267760.0
BZ078,2023.0,otoño,,12.0,,,0.0,0.0,0.0,0.0,178.0,,9000.0,6.3,16.0,1.2,1.2,24.0,12.0,0.0,28.0,358712.0,267760.0
BZ078,2023.0,primavera,16.0,22.0,,6.63,0.0,0.0,0.0,1.0,600.0,500.0,50.0,9.0,1.4,0.2,,7.2,9.3,0.0,36.0,358712.0,267760.0
BZ080,2023.0,otoño,,13.0,,,0.0,0.0,0.0,0.0,1.0,900.0,500.0,4.2,0.3,0.39,0.13,5.2,22.0,0.0,34.0,358712.0,267760.0
BZ080,2023.0,primavera,,21.0,,,0.0,0.0,0.0,0.0,18000.0,14000.0,1430.0,3.4,0.61,0.76,,12.0,55.0,0.0,29.0,358712.0,267760.0
CA041,2023.0,verano,27.8,,8.0,7.7,0.0,0.0,0.0,0.0,1100.0,1100.0,400.0,,0.4,0.35,0.29,7.0,33.0,0.0,49.0,3121707.0,3049672.0
CA041,2023.0,otoño,19.0,19.0,2.2,7.5,0.0,0.0,0.0,0.0,200.0,140.0,180.0,,4.0,,0.2,9.0,17.0,0.0,33.0,3121707.0,3049672.0
CA044,2023.0,verano,25.2,,6.4,7.3,0.0,0.0,0.0,0.0,1300.0,1300.0,780.0,,0.6,0.35,0.21,,50.0,0.0,38.0,3121707.0,3049672.0
CA044,2023.0,otoño,18.0,18.0,6.2,7.3,0.0,0.0,0.0,0.0,29.0,21.0,760.0,,2.0,0.12,0.11,,21.0,0.0,35.0,3121707.0,3049672.0
CA046,2023.0,verano,26.4,,7.9,7.7,0.0,0.0,0.0,0.0,1700.0,1600.0,480.0,,0.1,0.45,0.17,6.0,65.0,0.0,40.0,3121707.0,3049672.0
CA046,2023.0,otoño,18.0,18.0,7.6,7.4,0.0,0.0,0.0,0.0,19.0,19.0,5500.0,,0.9,0.17,0.16,,40.0,0.0,35.0,3121707.0,3049672.0
CA047,2023.0,verano,25.6,,8.4,7.8,0.0,0.0,0.0,0.0,850.0,850.0,300.0,,,0.33,0.23,17.0,66.0,0.0,45.0,3121707.0,3049672.0
CA047,2023.0,otoño,18.0,18.0,7.6,7.3,0.0,0.0,0.0,0.0,4.1,4.1,760.0,,0.5,0.16,0.15,7.0,68.0,0.0,39.0,3121707.0,3049672.0
EN-adic,2023.0,otoño,,11.0,,,0.0,0.0,0.0,0.0,,,,7.0,0.09,0.27,0.15,3.0,20.0,,37.0,63997.0,37375.0
EN-adic,2023.0,invierno,,12.0,,,0.0,0.0,0.0,0.0,1400.0,1000.0,1160.0,7.3,0.87,0.44,0.43,3.6,75.0,0.0,34.0,63997.0,37375.0
EN-adic,2023.0,primavera,,21.0,,,0.0,0.0,0.0,0.0,10000.0,400.0,410.0,3.3,0.24,0.5,,4.1,32.0,0.0,37.0,63997.0,37375.0
EN081,2023.0,otoño,17.0,15.0,12.62,9.38,0.0,0.0,0.0,0.0,700.0,130.0,15.0,6.1,0.09,0.23,0.18,3.2,27.0,0.0,36.0,63997.0,37375.0
EN081,2023.0,invierno,12.3,13.0,8.44,10.5,0.0,0.0,0.0,0.0,400.0,60.0,750.0,11.2,0.69,0.39,0.34,4.0,50.0,0.0,36.0,63997.0,37375.0
EN081,2023.0,primavera,,,,,0.0,0.0,0.0,0.0,600.0,360.0,340.0,4.5,0.3,0.72,,2.6,40.0,0.0,39.0,63997.0,37375.0
EN082,2023.0,otoño,17.0,15.0,9.05,8.55,0.0,0.0,0.0,0.0,100.0,35.0,5.0,5.1,0.17,0.19,0.18,,25.0,0.0,40.0,63997.0,37375.0
EN082,2023.0,invierno,12.9,13.0,8.57,8.01,0.0,0.0,0.0,0.0,400.0,100.0,200.0,10.6,1.2,0.42,0.26,2.7,28.0,0.0,40.0,63997.0,37375.0
EN082,2023.0,primavera,22.0,,8.28,8.11,0.0,0.0,0.0,0.0,900.0,570.0,110.0,6.4,0.44,0.17,,,32.0,0.0,38.0,63997.0,37375.0
EN083,2023.0,otoño,17.0,15.0,4.24,7.84,0.0,0.0,0.0,0.0,15000.0,6800.0,1200.0,6.2,0.62,0.21,0.2,,40.0,0.0,34.0,63997.0,37375.0
EN083,2023.0,invierno,13.8,13.0,5.63,7.96,0.0,0.0,0.0,0.0,11000.0,3000.0,2600.0,20.7,3.5,0.75,0.48,4.5,55.0,0.0,37.0,63997.0,37375.0
EN083,2023.0,primavera,22.0,,5.48,7.55,0.0,0.0,0.0,0.0,100.0,100.0,35.0,6.1,0.52,0.15,,,17.0,0.0,45.0,63997.0,37375.0
EN084,2023.0,otoño,17.0,15.0,7.43,7.88,0.0,0.0,0.0,0.0,200.0,120.0,40.0,11.6,0.23,0.16,0.15,,27.0,0.0,39.0,63997.0,37375.0
EN084,2023.0,invierno,12.6,13.0,8.99,8.08,0.0,0.0,0.0,0.0,500.0,200.0,230.0,10.7,1.1,0.77,0.26,3.1,32.0,0.0,37.0,63997.0,37375.0
EN084,2023.0,primavera,21.0,,0.2,7.58,0.0,0.0,0.0,0.0,41000.0,38000.0,5600.0,6.5,0.96,0.72,,5.3,17.0,0.0,35.0,63997.0,37375.0
QU061,2023.0,verano,25.3,28.0,6.82,5.32,0.0,0.0,0.0,0.0,1000.0,170.0,25.0,7.0,0.76,0.68,0.33,6.3,23.0,0.0,37.0,633391.0,469008.0
QU061,2023.0,otoño,17.0,23.0,,7.15,0.0,0.0,0.0,0.0,2000.0,350.0,40.0,3.0,0.33,0.15,0.14,,60.0,0.0,38.0,633391.0,469008.0
QU061,2023.0,invierno,12.0,15.0,9.88,7.66,1.0,0.0,0.0,1.0,420.0,420.0,1000.0,9.2,1.5,1.0,0.25,,19.0,0.0,39.0,633391.0,469008.0
QU061,2023.0,primavera,22.0,22.0,5.55,7.41,0.0,0.0,0.0,0.0,2400.0,1800.0,330.0,2.8,1.9,0.27,,3.8,13.0,0.0,40.0,633391.0,469008.0
QU062,2023.0,verano,25.0,28.0,6.3,5.31,0.0,0.0,0.0,0.0,2000.0,120.0,2.0,7.6,0.59,0.38,0.23,3.2,35.0,0.0,47.0,633391.0,469008.0
QU062,2023.0,otoño,17.0,23.0,5.7,7.04,0.0,0.0,0.0,0.0,3.0,840.0,88.0,2.7,0.22,0.14,0.13,,70.0,0.0,37.0,633391.0,469008.0
QU062,2023.0,invierno,12.0,15.0,9.3,7.4,0.0,0.0,0.0,0.0,450.0,450.0,640.0,8.9,1.9,3.1,0.3,,22.0,0.0,40.0,633391.0,469008.0
QU062,2023.0,primavera,16.0,22.0,,6.91,0.0,0.0,0.0,1.0,,,,3.7,0.92,0.23,,3.9,18.0,0.0,40.0,633391.0,469008.0
QU063,2023.0,otoño,17.0,23.0,,6.75,0.0,0.0,0.0,0.0,2.0,400.0,60.0,10.0,0.78,0.3,0.29,,17.0,0.0,36.0,633391.0,469008.0
QU063,2023.0,invierno,12.0,15.0,8.11,7.55,0.0,0.0,0.0,0.0,600.0,600.0,260.0,7.7,1.5,0.48,0.25,,27.0,0.0,47.0,633391.0,469008.0
QU063,2023.0,primavera,16.0,22.0,,6.97,0.0,0.0,0.0,0.0,800.0,540.0,140.0,3.8,,0.24,,7.3,11.0,0.0,39.0,633391.0,469008.0
SF015,2023.0,verano,26.0,14.0,5.65,,0.0,0.0,0.0,1.0,15000.0,4700.0,920.0,5.1,1.2,0.26,0.23,2.1,21.0,0.0,35.0,171616.0,157308.0
SF015,2023.0,otoño,19.0,20.0,5.85,,0.0,0.0,0.0,0.0,5000.0,1400.0,300.0,6.2,0.62,0.21,0.2,,40.0,0.0,35.0,171616.0,157308.0
SF015,2023.0,invierno,16.0,13.0,5.4,,0.0,0.0,0.0,0.0,3000.0,2700.0,500.0,13.9,10.0,0.95,0.37,2.0,19.0,0.0,39.0,171616.0,157308.0
SF015,2023.0,primavera,16.0,13.0,5.4,,0.0,0.0,0.0,0.0,62000.0,5800.0,2480.0,2.6,1.7,0.3,,3.4,12.0,0.0,28.0,171616.0,157308.0
SI022,2023.0,verano,28.0,27.0,6.5,6.0,0.0,0.0,0.0,0.0,1700.0,1000.0,60.0,4.3,0.51,0.46,0.19,3.1,20.0,0.0,37.0,297282.0,275528.0
SI022,2023.0,otoño,18.0,21.0,6.32,,0.0,0.0,0.0,0.0,1.3,600.0,130.0,5.3,0.77,0.15,0.14,,23.0,0.0,35.0,297282.0,275528.0
SI022,2023.0,invierno,13.7,14.0,7.64,,0.0,0.0,0.0,0.0,2900.0,2300.0,1400.0,8.6,1.0,0.58,0.28,,20.0,0.0,40.0,297282.0,275528.0
SI022,2023.0,primavera,22.0,23.0,5.61,,0.0,0.0,0.0,0.0,400.0,400.0,300.0,3.1,0.27,0.19,,2.0,14.0,0.0,41.0,297282.0,275528.0
SI023,2023.0,otoño,20.0,22.0,3.24,,0.0,0.0,0.0,0.0,24.0,19000.0,5000.0,20.0,2.9,0.43,0.33,3.1,3.5,0.0,32.0,297282.0,275528.0
SI023,2023.0,invierno,17.5,14.0,6.37,,0.0,0.0,0.0,0.0,150000.0,65000.0,18000.0,12.7,1.4,0.29,0.28,2.8,21.0,0.0,35.0,297282.0,275528.0
SI023,2023.0,primavera,23.0,23.0,4.86,,0.0,0.0,0.0,0.0,28000.0,20000.0,10000.0,14.4,2.1,0.36,,2.7,6.2,0.0,32.0,297282.0,275528.0
SI024,2023.0,verano,28.7,30.0,8.53,6.95,0.0,0.0,0.0,0.0,5200.0,4500.0,110.0,5.5,0.5,0.3,0.28,2.5,24.0,0.0,40.0,297282.0,275528.0
SI024,2023.0,otoño,18.0,22.0,5.16,,0.0,0.0,0.0,0.0,5800.0,4200.0,500.0,6.9,0.94,0.2,0.19,,13.0,0.0,35.0,297282.0,275528.0
SI024,2023.0,invierno,13.7,14.0,6.66,,0.0,0.0,0.0,0.0,3300.0,2300.0,1500.0,,8.5,1.5,0.61,4.3,4.0,0.0,40.0,297282.0,275528.0
SI024,2023.0,primavera,24.0,23.0,6.69,,0.0,0.0,0.0,0.0,500.0,500.0,200.0,5.0,0.6,0.19,,2.0,18.0,0.0,39.0,297282.0,275528.0
TI001,2023.0,verano,26.0,24.0,6.59,7.24,0.0,0.0,0.0,1.0,600.0,100.0,130.0,3.9,,0.26,,,29.0,0.0,53.0,446949.0,144834.0
TI001,2023.0,otoño,18.0,12.0,7.09,7.22,0.0,0.0,0.0,0.0,3200.0,2200.0,770.0,3.9,0.3,0.16,0.15,,45.0,0.0,39.0,446949.0,144834.0
TI001,2023.0,invierno,16.3,11.0,8.53,7.27,0.0,0.0,0.0,1.0,240.0,200.0,300.0,4.2,0.19,0.57,,,38.0,0.0,48.0,446949.0,144834.0
TI001,2023.0,primavera,23.0,25.0,4.72,6.57,0.0,0.0,0.0,0.0,200.0,180.0,290.0,3.3,0.13,0.12,,,24.0,0.0,42.0,446949.0,144834.0
TI002,2023.0,verano,27.6,24.0,6.14,6.88,0.0,0.0,0.0,1.0,2000.0,1000.0,100.0,3.5,2.2,0.41,0.36,4.1,21.0,0.0,35.0,446949.0,144834.0
TI002,2023.0,otoño,18.0,12.0,6.16,7.33,0.0,0.0,0.0,0.0,5.0,3.0,200.0,4.2,0.86,0.21,0.2,,45.0,0.0,37.0,446949.0,144834.0
TI002,2023.0,invierno,15.2,11.0,5.97,7.13,0.0,0.0,0.0,1.0,23000.0,19000.0,3000.0,15.2,2.9,2.0,0.46,3.8,45.0,0.0,35.0,446949.0,144834.0
TI002,2023.0,primavera,26.0,25.0,4.31,6.71,0.0,0.0,0.0,0.0,4000.0,600.0,400.0,2.7,2.0,0.26,,3.0,13.0,0.0,37.0,446949.0,144834.0
TI003,2023.0,verano,26.1,25.0,5.02,6.82,0.0,0.0,0.0,1.0,6000.0,500.0,220.0,3.9,0.56,0.23,0.17,2.2,28.0,0.0,37.0,446949.0,144834.0
TI003,2023.0,otoño,18.0,12.0,6.08,7.32,0.0,0.0,1.0,0.0,4000.0,2.9,640.0,4.8,0.99,0.18,0.17,2.0,50.0,0.0,35.0,446949.0,144834.0
TI003,2023.0,invierno,15.1,11.0,5.75,7.19,1.0,0.0,0.0,0.0,11000.0,5200.0,1400.0,15.7,3.5,0.36,0.34,4.3,39.0,0.0,37.0,446949.0,144834.0
TI003,2023.0,primavera,21.0,25.0,2.98,6.49,0.0,0.0,0.0,1.0,1000.0,400.0,900.0,,1.0,0.14,,,24.0,0.0,33.0,446949.0,144834.0
TI004,2023.0,verano,25.9,24.0,5.28,6.69,0.0,1.0,0.0,1.0,15000.0,3200.0,560.0,4.3,1.5,0.44,0.25,3.3,24.0,0.0,34.0,446949.0,144834.0
TI004,2023.0,otoño,18.0,12.0,5.85,7.06,0.0,0.0,0.0,0.0,2.0,1.5,250.0,5.3,0.49,0.19,0.18,,45.0,0.0,40.0,446949.0,144834.0
TI004,2023.0,invierno,15.3,11.0,5.36,7.13,1.0,1.0,1.0,1.0,4000.0,3600.0,1500.0,18.6,4.0,1.3,0.53,4.3,29.0,0.0,30.0,446949.0,144834.0
TI004,2023.0,primavera,23.0,25.0,2.01,6.67,0.0,0.0,0.0,1.0,19000.0,18000.0,5700.0,2.3,2.6,0.44,,4.7,8.7,0.0,33.0,446949.0,144834.0
TI005,2023.0,verano,25.2,24.0,5.02,6.4,0.0,1.0,0.0,1.0,2000.0,1100.0,100.0,7.3,3.8,0.5,0.4,4.3,20.0,0.0,31.0,446949.0,144834.0
TI005,2023.0,otoño,19.0,11.0,5.26,7.05,0.0,0.0,0.0,0.0,41.0,20.0,9300.0,9.6,3.0,0.31,0.3,3.6,45.0,0.0,35.0,446949.0,144834.0
TI005,2023.0,invierno,15.3,10.0,4.13,7.17,1.0,1.0,0.0,1.0,6000.0,4100.0,2000.0,23.1,5.2,0.9,0.64,5.6,26.0,0.0,29.0,446949.0,144834.0
TI005,2023.0,primavera,23.0,24.0,2.67,6.62,1.0,0.0,0.0,1.0,15000.0,13000.0,3000.0,2.3,7.5,0.95,0.34,5.7,20.0,0.0,30.0,446949.0,144834.0
TI006,2023.0,verano,26.8,25.0,5.94,6.96,0.0,0.0,0.0,1.0,1000.0,400.0,1.5,5.2,0.25,0.16,0.11,2.1,24.0,0.0,39.0,446949.0,144834.0
TI006,2023.0,otoño,18.0,12.0,7.12,7.22,0.0,0.0,0.0,1.0,300.0,1100.0,300.0,6.7,0.13,0.11,0.1,,60.0,0.0,38.0,446949.0,144834.0
TI006,2023.0,invierno,15.0,11.0,6.88,7.13,0.0,0.0,1.0,1.0,15000.0,8300.0,5000.0,6.3,0.72,0.21,0.2,,37.0,0.0,34.0,446949.0,144834.0
TI006,2023.0,primavera,22.0,25.0,2.62,6.49,0.0,0.0,0.0,1.0,2000.0,400.0,800.0,,0.25,0.14,,,11.0,0.0,35.0,446949.0,144834.0
TI007,2023.0,verano,29.4,29.0,3.45,6.83,1.0,1.0,0.0,1.0,21000.0,7200.0,1.19,3.4,4.6,0.52,0.48,3.5,6.0,0.0,29.0,446949.0,144834.0
TI007,2023.0,otoño,18.0,15.0,5.88,7.16,0.0,0.0,0.0,1.0,4.0,600.0,930.0,4.3,0.75,0.21,0.2,,50.0,0.0,35.0,446949.0,144834.0
TI007,2023.0,invierno,15.5,10.0,3.1,7.07,0.0,1.0,0.0,1.0,9000.0,4400.0,920.0,20.2,5.5,1.0,0.6,4.0,17.0,0.0,33.0,446949.0,144834.0
TI007,2023.0,primavera,23.0,24.0,1.95,6.65,0.0,0.0,0.0,1.0,7000.0,2000.0,1600.0,2.9,0.71,0.44,,4.6,3.1,0.0,34.0,446949.0,144834.0
TI008,2023.0,verano,28.5,29.0,6.7,7.04,0.0,0.0,0.0,0.0,800.0,120.0,110.0,2.8,,,,,28.0,0.0,62.0,446949.0,144834.0
TI008,2023.0,otoño,19.0,14.0,8.09,7.3,0.0,0.0,0.0,0.0,,,,3.1,0.06,0.1,,,70.0,0.0,43.0,446949.0,144834.0
TI008,2023.0,invierno,15.8,10.0,8.72,7.39,0.0,0.0,0.0,1.0,8800.0,1620.0,220.0,2.7,0.1,0.59,,,39.0,0.0,44.0,446949.0,144834.0
