orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,"Agricultura, ganadería, caza y silvicultura",Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,Explotación de minas y canteras,Industria Manufacturera,"Electricidad, gas y agua",Construcción,Servicios
1.0,Canal Villanueva y Río Luján,TI001,2023-08-23,2023.0,invierno,16.3,11.0,8.53,7.27,0.0,0.0,0.0,1.0,240.0,200.0,300.0,4.2,0.19,0.57,,,,38.0,0.0,,,1.02,,48.0,Muy deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
1.0,Canal Villanueva y Río Luján,TI001,2023-11-14,2023.0,primavera,23.0,25.0,4.72,6.57,0.0,0.0,0.0,0.0,200.0,180.0,290.0,3.3,0.13,0.12,,,,24.0,0.0,,,,,42.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
3.0,Canal Aliviador y Río Lujan,TI002,2023-02-22,2023.0,verano,27.6,24.0,6.14,6.88,0.0,0.0,0.0,1.0,2000.0,1000.0,100.0,3.5,2.2,0.41,0.36,4.1,,21.0,0.0,,,16.87,,35.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
3.0,Canal Aliviador y Río Lujan,TI002,2023-05-10,2023.0,otoño,18.0,12.0,6.16,7.33,0.0,0.0,0.0,0.0,5.0,3.0,200.0,4.2,0.86,0.21,0.2,,,45.0,0.0,,,,,37.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
3.0,Canal Aliviador y Río Lujan,TI002,2023-08-23,2023.0,invierno,15.2,11.0,5.97,7.13,0.0,0.0,0.0,1.0,23000.0,19000.0,3000.0,15.2,2.9,2.0,0.46,3.8,36.0,45.0,0.0,6.0,,7.51,,35.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
3.0,Canal Aliviador y Río Lujan,TI002,2023-11-14,2023.0,primavera,26.0,25.0,4.31,6.71,0.0,0.0,0.0,0.0,4000.0,600.0,400.0,2.7,2.0,0.26,,3.0,,13.0,0.0,,,10.7,,37.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2023-02-22,2023.0,verano,26.1,25.0,5.02,6.82,0.0,0.0,0.0,1.0,6000.0,500.0,220.0,3.9,0.56,0.23,0.17,2.2,,28.0,0.0,0.005,,10.89,,37.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2023-05-10,2023.0,otoño,18.0,12.0,6.08,7.32,0.0,0.0,1.0,0.0,4000.0,2.9,640.0,4.8,0.99,0.18,0.17,2.0,,50.0,0.0,,,,,35.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2023-08-23,2023.0,invierno,15.1,11.0,5.75,7.19,1.0,0.0,0.0,0.0,11000.0,5200.0,1400.0,15.7,3.5,0.36,0.34,4.3,37.0,39.0,0.0,,,5.99,,37.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2023-11-14,2023.0,primavera,21.0,25.0,2.98,6.49,0.0,0.0,0.0,1.0,1000.0,400.0,900.0,,1.0,0.14,,,40.0,24.0,0.0,,,,,33.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,2023-02-22,2023.0,verano,25.9,24.0,5.28,6.69,0.0,1.0,0.0,1.0,15000.0,3200.0,560.0,4.3,1.5,0.44,0.25,3.3,,24.0,0.0,,,8.57,,34.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,2023-05-10,2023.0,otoño,18.0,12.0,5.85,7.06,0.0,0.0,0.0,0.0,2.0,1.5,250.0,5.3,0.49,0.19,0.18,,,45.0,0.0,,,0.35,,40.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,2023-08-23,2023.0,invierno,15.3,11.0,5.36,7.13,1.0,1.0,1.0,1.0,4000.0,3600.0,1500.0,18.6,4.0,1.3,0.53,4.3,40.0,29.0,0.0,,,4.54,,30.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,2023-11-14,2023.0,primavera,23.0,25.0,2.01,6.67,0.0,0.0,0.0,1.0,19000.0,18000.0,5700.0,2.3,2.6,0.44,,4.7,,8.7,0.0,,,,,33.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2023-02-22,2023.0,verano,25.2,24.0,5.02,6.4,0.0,1.0,0.0,1.0,2000.0,1100.0,100.0,7.3,3.8,0.5,0.4,4.3,,20.0,0.0,,,18.37,,31.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2023-05-10,2023.0,otoño,19.0,11.0,5.26,7.05,0.0,0.0,0.0,0.0,41.0,20.0,9300.0,9.6,3.0,0.31,0.3,3.6,,45.0,0.0,,,1.31,,35.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2023-08-23,2023.0,invierno,15.3,10.0,4.13,7.17,1.0,1.0,0.0,1.0,6000.0,4100.0,2000.0,23.1,5.2,0.9,0.64,5.6,38.0,26.0,0.0,7.0,,7.24,,29.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2023-11-14,2023.0,primavera,23.0,24.0,2.67,6.62,1.0,0.0,0.0,1.0,15000.0,13000.0,3000.0,2.3,7.5,0.95,0.34,5.7,53.0,20.0,0.0,0.0,,30.0,,30.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2023-02-22,2023.0,verano,26.8,25.0,5.94,6.96,0.0,0.0,0.0,1.0,1000.0,400.0,1.5,5.2,0.25,0.16,0.11,2.1,,24.0,0.0,,,10.61,0.21,39.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2023-05-10,2023.0,otoño,18.0,12.0,7.12,7.22,0.0,0.0,0.0,1.0,300.0,1100.0,300.0,6.7,0.13,0.11,0.1,,,60.0,0.0,,,0.67,,38.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2023-08-23,2023.0,invierno,15.0,11.0,6.88,7.13,0.0,0.0,1.0,1.0,15000.0,8300.0,5000.0,6.3,0.72,0.21,0.2,,38.0,37.0,0.0,,,1.81,0.16,34.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2023-11-14,2023.0,primavera,22.0,25.0,2.62,6.49,0.0,0.0,0.0,1.0,2000.0,400.0,800.0,,0.25,0.14,,,43.0,11.0,0.0,,,,,35.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
7.0,Río Lujan y Canal San Fernando,TI007,2023-02-22,2023.0,verano,29.4,29.0,3.45,6.83,1.0,1.0,0.0,1.0,21000.0,7200.0,1.19,3.4,4.6,0.52,0.48,3.5,,6.0,0.0,,,11.02,,29.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
7.0,Río Lujan y Canal San Fernando,TI007,2023-05-10,2023.0,otoño,18.0,15.0,5.88,7.16,0.0,0.0,0.0,1.0,4.0,600.0,930.0,4.3,0.75,0.21,0.2,,,50.0,0.0,,,1.28,,35.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
7.0,Río Lujan y Canal San Fernando,TI007,2023-08-23,2023.0,invierno,15.5,10.0,3.1,7.07,0.0,1.0,0.0,1.0,9000.0,4400.0,920.0,20.2,5.5,1.0,0.6,4.0,,17.0,0.0,,,3.99,,33.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
7.0,Río Lujan y Canal San Fernando,TI007,2023-11-14,2023.0,primavera,23.0,24.0,1.95,6.65,0.0,0.0,0.0,1.0,7000.0,2000.0,1600.0,2.9,0.71,0.44,,4.6,80.0,3.1,0.0,,,12.7,,34.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,2023-02-22,2023.0,verano,28.5,29.0,6.7,7.04,0.0,0.0,0.0,0.0,800.0,120.0,110.0,2.8,,,,,,28.0,0.0,,,,,62.0,,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,2023-05-10,2023.0,otoño,19.0,14.0,8.09,7.3,0.0,0.0,0.0,0.0,,,,3.1,0.06,0.1,,,,70.0,0.0,,,0.35,,43.0,Extremadamente deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,2023-08-23,2023.0,invierno,15.8,10.0,8.72,7.39,0.0,0.0,0.0,1.0,8800.0,1620.0,220.0,2.7,0.1,0.59,,,32.0,39.0,0.0,,,0.42,,44.0,Extremadamente deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,2023-11-14,2023.0,primavera,21.0,24.0,4.15,6.61,0.0,0.0,0.0,0.0,400.0,200.0,360.0,,0.6,0.1,,,,33.0,0.0,,,,,38.0,Extremadamente deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2023-02-22,2023.0,verano,28.0,29.0,5.19,6.91,0.0,0.0,0.0,1.0,1200.0,350.0,550.0,2.1,0.23,0.23,0.12,,,45.0,0.0,0.006,,25.58,,37.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2023-05-10,2023.0,otoño,18.0,14.0,7.82,7.08,0.0,0.0,0.0,0.0,235.0,220.0,140.0,,0.07,0.1,,,,65.0,0.0,0.0051,,0.91,,40.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2023-08-23,2023.0,invierno,13.5,10.0,7.74,7.11,0.0,0.0,0.0,0.0,170.0,150.0,170.0,2.5,0.25,0.14,,,41.0,39.0,0.0,,,0.59,,59.0,Muy deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2023-11-14,2023.0,primavera,21.0,24.0,2.94,6.5,0.0,0.0,0.0,1.0,300.0,260.0,400.0,,0.47,0.13,,,59.0,23.0,0.0,,,,,38.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
17.0,Costa y Melo,VL031,2023-02-22,2023.0,verano,24.0,28.0,7.41,6.58,0.0,0.0,0.0,1.0,7000.0,1600.0,300.0,5.4,0.92,0.41,0.24,4.9,,14.0,0.0,0.033,,,0.41,34.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
17.0,Costa y Melo,VL031,2023-05-10,2023.0,otoño,17.0,15.0,5.57,6.85,0.0,0.0,0.0,0.0,6.8,3.7,50.0,9.3,0.89,0.22,0.21,,,14.0,0.0,,,3.3,,36.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
17.0,Costa y Melo,VL031,2023-08-23,2023.0,invierno,13.1,11.3,5.14,6.74,0.0,0.0,0.0,0.0,38000.0,11000.0,3500.0,16.7,1.9,0.77,0.36,4.0,,15.0,0.0,,,0.45,,38.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
17.0,Costa y Melo,VL031,2023-11-14,2023.0,primavera,24.0,22.0,5.07,6.5,0.0,0.0,0.0,1.0,11000.0,11000.0,3000.0,4.2,1.8,0.25,,3.8,30.0,18.0,0.0,,,,,36.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,2023-02-22,2023.0,verano,25.5,28.0,6.79,6.6,0.0,0.0,0.0,1.0,2000.0,1200.0,320.0,7.3,0.44,0.27,0.23,3.0,57.0,15.0,0.0,,,,0.18,36.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,2023-05-10,2023.0,otoño,18.0,15.0,5.2,6.74,0.0,0.0,0.0,0.0,4.2,4.0,100.0,8.8,1.0,0.21,0.2,,,12.0,0.0,,,,,37.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,2023-08-23,2023.0,invierno,14.3,11.3,5.58,6.53,0.0,0.0,0.0,1.0,13200.0,9800.0,3000.0,16.0,1.5,0.55,0.31,2.8,,15.0,0.0,,,1.06,0.15,37.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,2023-11-14,2023.0,primavera,23.0,22.0,4.88,7.06,0.0,0.0,0.0,1.0,22000.0,14000.0,16000.0,5.3,1.3,0.22,,2.3,,6.1,0.0,,,,,33.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
15.0,Reserva Barrio El Ceibo,VL033,2023-02-22,2023.0,verano,25.9,28.0,8.27,7.24,0.0,0.0,0.0,1.0,7600.0,1400.0,1.5,10.1,0.75,0.52,0.36,4.1,,16.0,0.0,,,,0.27,34.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
15.0,Reserva Barrio El Ceibo,VL033,2023-05-10,2023.0,otoño,18.0,16.0,6.6,6.73,0.0,0.0,0.0,0.0,3.4,3.4,800.0,8.7,0.93,0.22,0.21,,,14.0,0.0,,,2.72,,37.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
15.0,Reserva Barrio El Ceibo,VL033,2023-08-23,2023.0,invierno,13.8,11.5,8.15,6.82,1.0,0.0,0.0,0.0,20000.0,3000.0,800.0,16.9,1.2,1.2,0.35,2.8,,12.0,0.0,,,0.45,,38.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
15.0,Reserva Barrio El Ceibo,VL033,2023-11-14,2023.0,primavera,23.0,22.0,6.95,6.64,0.0,0.0,0.0,1.0,3000.0,2000.0,900.0,5.8,0.77,0.2,,2.1,,13.0,0.0,,,,,37.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
22.0,Cuatro bocas- desembocadura del Riachuelo,AC001,2024-04-08,2024.0,verano,22.0,20.0,1.6,7.45,0.0,1.0,0.0,1.0,18000.0,16000.0,3500.0,5.3,1.55,,,11.0,,38.7,0.0,,,,,30.0,Extremadamente deteriorada,,,,,,,,,,,,,,
22.0,Cuatro bocas- desembocadura del Riachuelo,AC001,2024-11-27,2024.0,primavera,25.3,18.0,0.5,7.2,0.0,1.0,0.0,1.0,,,,2.0,3.5,,,,,11.5,0.0,,,15.0,,56.0,Muy deteriorada,,,,,,,,,,,,,,
24.0,Polo Petroquímico Dock Sud,AV051,2024-04-08,2024.0,verano,22.0,20.0,4.9,7.55,0.0,0.0,0.0,0.0,2100.0,1900.0,290.0,5.1,0.43,0.26,,7.0,,71.2,0.0,,,,,51.0,Muy deteriorada,Avellaneda,,,,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
24.0,Polo Petroquímico Dock Sud,AV051,2024-11-27,2024.0,primavera,25.8,18.0,1.1,7.4,0.0,0.0,0.0,0.0,,,,2.5,1.2,,,,,34.1,0.0,,,,,74.0,Deteriorada,Avellaneda,,,,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
25.0,Arroyo Sarandí,AV052,2024-04-08,2024.0,verano,22.0,20.0,3.62,7.45,0.0,1.0,0.0,1.0,1700.0,1200.0,320.0,5.5,0.64,0.27,,,,62.5,0.0,,,,,41.0,Extremadamente deteriorada,Avellaneda,,,,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
25.0,Arroyo Sarandí,AV052,2024-11-27,2024.0,primavera,26.2,18.0,0.3,7.3,0.0,1.0,0.0,1.0,,,,,1.0,,,,,42.0,0.0,,,,,55.0,Muy deteriorada,Avellaneda,,,,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
27.0,Arroyo Santo Domingo,AV053,2024-04-08,2024.0,verano,22.0,20.0,3.96,7.6,0.0,0.0,0.0,0.0,1600.0,1300.0,130.0,5.6,1.06,0.32,,,,82.4,0.0,,,,,48.0,Muy deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
27.0,Arroyo Santo Domingo,AV053,2024-11-27,2024.0,primavera,25.2,19.0,0.5,7.3,0.0,0.0,0.0,0.0,,120000.0,1400.0,1.4,1.2,1.1,,10.0,,30.7,0.0,,,31.0,,36.0,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
23.0,Escollera de Propaneros,AV054,2024-04-08,2024.0,verano,23.0,20.0,4.05,7.57,0.0,0.0,0.0,0.0,3000.0,2000.0,410.0,5.1,0.88,0.38,,,,78.3,0.0,,,,,44.0,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
23.0,Escollera de Propaneros,AV054,2024-11-27,2024.0,primavera,25.9,18.0,1.6,7.4,0.0,0.0,0.0,0.0,,,,3.6,1.7,,,,,32.8,0.0,,,16.0,,75.0,Deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
26.0,Costa de Villa Domínico,AV055,2024-04-08,2024.0,verano,23.0,20.0,4.02,7.64,0.0,0.0,0.0,0.0,1500.0,1400.0,230.0,5.2,0.76,0.32,,5.0,,64.1,0.0,,,,,49.0,Muy deteriorada,Avellaneda,,,,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
26.0,Costa de Villa Domínico,AV055,2024-11-27,2024.0,primavera,25.5,19.0,0.3,7.3,0.0,1.0,0.0,0.0,,,,,0.8,,,,,62.3,0.0,,,,,60.0,Muy deteriorada,Avellaneda,,,,367554.0,289059.0,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
41.0,Playa La Bagliardi,BS091,2024-04-08,2024.0,verano,23.0,22.0,8.16,8.08,0.0,0.0,0.0,0.0,95000.0,76000.0,1500.0,4.6,1.43,0.76,,,,72.0,0.0,,,,0.16,36.0,Extremadamente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
41.0,Playa La Bagliardi,BS091,2024-12-02,2024.0,primavera,21.7,19.0,8.8,8.5,0.0,0.0,0.0,0.0,,,,3.9,0.2,,,,,199.0,0.0,,,,,86.0,Levemente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
39.0,Balneario Palo Blanco,BS092,2024-04-08,2024.0,verano,22.0,22.0,8.4,8.29,0.0,0.0,0.0,1.0,23000.0,20000.0,4000.0,6.2,0.99,0.7,,10.0,,56.2,0.0,,,10.3,,36.0,Extremadamente deteriorada,Berisso,Balneario Palo Blanco,-34.855.808,-57.838.144,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
39.0,Balneario Palo Blanco,BS092,2024-12-02,2024.0,primavera,20.0,19.0,7.3,8.0,0.0,0.0,0.0,0.0,,,,4.1,2.3,,,,,122.0,0.0,,,,0.3,76.0,Deteriorada,Berisso,Balneario Palo Blanco,-34.855.808,-57.838.144,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
43.0,Playa La Balandra,BS093,2024-04-08,2024.0,verano,25.0,24.0,8.47,8.7,0.0,0.0,1.0,0.0,300.0,100.0,20.0,3.8,,0.4,,,,66.0,0.0,,,32.7,,62.0,Muy deteriorada,Berisso,,,,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
43.0,Playa La Balandra,BS093,2024-12-02,2024.0,primavera,22.1,19.0,9.1,8.5,0.0,0.0,0.0,0.0,,1300.0,400.0,3.4,,,,,,221.0,0.0,,,,,56.0,Muy deteriorada,Berisso,,,,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
42.0,Balneario Municipal,BS094,2024-04-08,2024.0,verano,27.0,23.0,8.16,8.18,0.0,0.0,1.0,0.0,700.0,400.0,30.0,4.3,,0.44,,,,66.0,0.0,,,21.8,,59.0,Muy deteriorada,Berisso,,,,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
42.0,Balneario Municipal,BS094,2024-12-02,2024.0,primavera,21.6,19.0,9.0,8.6,0.0,0.0,0.0,0.0,,,,3.7,,,,,,193.0,0.0,,,,,80.0,Levemente deteriorada,Berisso,,,,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
40.0,Diagonal 66 (descarga cloaca),BS095,2024-04-12,2024.0,verano,19.0,19.0,7.69,8.26,1.0,0.0,0.0,1.0,180000.0,100000.0,,,,0.56,,,,,,,,,,27.0,Extremadamente deteriorada,Berisso,,,,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
40.0,Diagonal 66 (descarga cloaca),BS095,2024-12-02,2024.0,primavera,22.2,19.0,8.4,8.6,1.0,1.0,0.0,1.0,,,,3.4,0.5,,,,,191.0,0.0,,,,,62.0,Muy deteriorada,Berisso,,,,100930.0,47630.0,"""Industria Manufacturera""",,,,,,,
