orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,"Agricultura, ganadería, caza y silvicultura",Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,Explotación de minas y canteras,Industria Manufacturera,"Electricidad, gas y agua",Construcción,Servicios
,,CA CU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: humedal central   planicie de marea,-34.539.667,-58.443.781,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: dique sur subsistema laguna,-34.540.675,-584.419,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
18.0,Parque de los Niños,CA041,2023-02-22,2023.0,verano,27.8,,8.0,7.7,0.0,0.0,0.0,0.0,1100.0,1100.0,400.0,,0.4,0.35,0.29,7.0,,33.0,0.0,,,,0.27,49.0,,CABA,,,,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
18.0,Parque de los Niños,CA041,2023-05-10,2023.0,otoño,19.0,19.0,2.2,7.5,0.0,0.0,0.0,0.0,200.0,140.0,180.0,,4.0,,0.2,9.0,,17.0,0.0,0.0055,,0.36,,33.0,Extremadamente deteriorada,CABA,,,,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
18.0,Parque de los Niños,CA041,2023-08-23,2023.0,invierno,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,,,,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
18.0,Parque de los Niños,CA041,2023-11-14,2023.0,primavera,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,,,,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,2023-02-22,2023.0,verano,25.2,,6.4,7.3,0.0,0.0,0.0,0.0,1300.0,1300.0,780.0,,0.6,0.35,0.21,,,50.0,0.0,,,,,38.0,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,2023-05-10,2023.0,otoño,18.0,18.0,6.2,7.3,0.0,0.0,0.0,0.0,29.0,21.0,760.0,,2.0,0.12,0.11,,,21.0,0.0,,,,,35.0,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,2023-08-23,2023.0,invierno,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,2023-11-14,2023.0,primavera,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,2023-02-22,2023.0,verano,26.4,,7.9,7.7,0.0,0.0,0.0,0.0,1700.0,1600.0,480.0,,0.1,0.45,0.17,6.0,,65.0,0.0,,,20.82,0.41,40.0,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,2023-05-10,2023.0,otoño,18.0,18.0,7.6,7.4,0.0,0.0,0.0,0.0,19.0,19.0,5500.0,,0.9,0.17,0.16,,,40.0,0.0,,,0.87,,35.0,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,2023-08-23,2023.0,invierno,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Club de pescadores,-34.563.231,-58.404.119,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,2023-11-14,2023.0,primavera,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Club de pescadores,-34.563.231,-58.404.119,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,2023-02-22,2023.0,verano,25.6,,8.4,7.8,0.0,0.0,0.0,0.0,850.0,850.0,300.0,,,0.33,0.23,17.0,,66.0,0.0,0.0075,,2.23,,45.0,,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,2023-05-10,2023.0,otoño,18.0,18.0,7.6,7.3,0.0,0.0,0.0,0.0,4.1,4.1,760.0,,0.5,0.16,0.15,7.0,,68.0,0.0,,,,,39.0,Extremadamente deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,2023-08-23,2023.0,invierno,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,2023-11-14,2023.0,primavera,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,EN AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensenada,Boca cerrada (res. extra nat. punta Lara),-34.781.253,-58.008.481,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,2023-05-10,2023.0,otoño,,11.0,,,0.0,0.0,0.0,0.0,,,,7.0,0.09,0.27,0.15,3.0,,20.0,,,,94.81,,37.0,Extremadamente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,2023-08-23,2023.0,invierno,,12.0,,,0.0,0.0,0.0,0.0,1400.0,1000.0,1160.0,7.3,0.87,0.44,0.43,3.6,76.0,75.0,0.0,,,28.85,0.2,34.0,Extremadamente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,2023-11-14,2023.0,primavera,,21.0,,,0.0,0.0,0.0,0.0,10000.0,400.0,410.0,3.3,0.24,0.5,,4.1,61.0,32.0,0.0,0.0,,19.4,,37.0,Extremadamente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-extra,2023-02-22,2023.0,verano,,24.0,,,0.0,1.0,0.0,1.0,200.0,100.0,20.0,,0.07,0.36,0.12,4.1,38.0,80.0,0.0,,,101.82,,,,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Camping Eva Perón,EN081,2023-02-22,2023.0,verano,25.4,25.0,11.49,9.59,0.0,0.0,0.0,0.0,300.0,40.0,60.0,2.4,0.06,0.26,0.1,3.5,,60.0,0.0,,,82.3,,,,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Camping Eva Perón,EN081,2023-05-10,2023.0,otoño,17.0,15.0,12.62,9.38,0.0,0.0,0.0,0.0,700.0,130.0,15.0,6.1,0.09,0.23,0.18,3.2,,27.0,0.0,,,152.11,,36.0,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Camping Eva Perón,EN081,2023-08-23,2023.0,invierno,12.3,13.0,8.44,10.5,0.0,0.0,0.0,0.0,400.0,60.0,750.0,11.2,0.69,0.39,0.34,4.0,40.0,50.0,0.0,,,67.76,,36.0,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Camping Eva Perón,EN081,2023-11-14,2023.0,primavera,,,,,0.0,0.0,0.0,0.0,600.0,360.0,340.0,4.5,0.3,0.72,,2.6,59.0,40.0,0.0,,,,,39.0,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Toma de agua Club de Pesca,EN082,2023-02-22,2023.0,verano,24.2,25.0,7.13,8.69,0.0,0.0,0.0,0.0,700.0,60.0,40.0,2.5,,0.81,0.2,11.0,,,0.0,,,740.93,,,,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Toma de agua Club de Pesca,EN082,2023-05-10,2023.0,otoño,17.0,15.0,9.05,8.55,0.0,0.0,0.0,0.0,100.0,35.0,5.0,5.1,0.17,0.19,0.18,,,25.0,0.0,,,20.6,,40.0,Extremadamente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
36.0,Toma de agua Club de Pesca,EN082,2023-08-23,2023.0,invierno,12.9,13.0,8.57,8.01,0.0,0.0,0.0,0.0,400.0,100.0,200.0,10.6,1.2,0.42,0.26,2.7,,28.0,0.0,,,17.5,0.16,40.0,Extremadamente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Toma de agua Club de Pesca,EN082,2023-11-14,2023.0,primavera,22.0,,8.28,8.11,0.0,0.0,0.0,0.0,900.0,570.0,110.0,6.4,0.44,0.17,,,,32.0,0.0,,,84.8,0.86,38.0,Extremadamente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
36.0,Arroyo El Gato,EN083,2023-02-22,2023.0,verano,24.4,25.0,2.68,7.82,0.0,0.0,0.0,0.0,22000.0,5600.0,2.4,2.7,11.0,0.59,0.17,12.0,90.0,65.0,0.0,,,52.69,,,,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
36.0,Arroyo El Gato,EN083,2023-05-10,2023.0,otoño,17.0,15.0,4.24,7.84,0.0,0.0,0.0,0.0,15000.0,6800.0,1200.0,6.2,0.62,0.21,0.2,,,40.0,0.0,,,2.79,,34.0,Extremadamente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Arroyo El Gato,EN083,2023-08-23,2023.0,invierno,13.8,13.0,5.63,7.96,0.0,0.0,0.0,0.0,11000.0,3000.0,2600.0,20.7,3.5,0.75,0.48,4.5,40.0,55.0,0.0,,,18.75,0.19,37.0,Extremadamente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
36.0,Arroyo El Gato,EN083,2023-11-14,2023.0,primavera,22.0,,5.48,7.55,0.0,0.0,0.0,0.0,100.0,100.0,35.0,6.1,0.52,0.15,,,,17.0,0.0,,,,,45.0,Muy deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,2023-02-22,2023.0,verano,22.8,25.0,6.13,8.07,0.0,0.0,0.0,0.0,12000.0,320.0,100.0,5.6,0.11,0.3,0.12,3.2,40.0,27.0,0.0,,,34.02,,,,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,2023-05-10,2023.0,otoño,17.0,15.0,7.43,7.88,0.0,0.0,0.0,0.0,200.0,120.0,40.0,11.6,0.23,0.16,0.15,,,27.0,0.0,,,32.49,,39.0,Extremadamente deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
38.0,Ensenada Prefectura Isla Santiago,EN084,2023-08-23,2023.0,invierno,12.6,13.0,8.99,8.08,0.0,0.0,0.0,0.0,500.0,200.0,230.0,10.7,1.1,0.77,0.26,3.1,,32.0,0.0,,,30.9,0.15,37.0,Extremadamente deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,2023-11-14,2023.0,primavera,21.0,,0.2,7.58,0.0,0.0,0.0,0.0,41000.0,38000.0,5600.0,6.5,0.96,0.72,,5.3,,17.0,0.0,,,,,35.0,Extremadamente deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
27.0,Espora 400 m,QU061,2023-02-22,2023.0,verano,25.3,28.0,6.82,5.32,0.0,0.0,0.0,0.0,1000.0,170.0,25.0,7.0,0.76,0.68,0.33,6.3,,23.0,0.0,0.007,,44.42,,37.0,Extremadamente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
27.0,Espora 400 m,QU061,2023-05-10,2023.0,otoño,17.0,23.0,,7.15,0.0,0.0,0.0,0.0,2000.0,350.0,40.0,3.0,0.33,0.15,0.14,,,60.0,0.0,,,3.45,,38.0,Extremadamente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
28.0,Espora 400 m,QU061,2023-08-23,2023.0,invierno,12.0,15.0,9.88,7.66,1.0,0.0,0.0,1.0,420.0,420.0,1000.0,9.2,1.5,1.0,0.25,,,19.0,0.0,,,1.47,,39.0,Extremadamente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
27.0,Espora 400 m,QU061,2023-11-14,2023.0,primavera,22.0,22.0,5.55,7.41,0.0,0.0,0.0,0.0,2400.0,1800.0,330.0,2.8,1.9,0.27,,3.8,80.0,13.0,0.0,,,,,40.0,Extremadamente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
28.0,Náutico 400 m,QU062,2023-02-22,2023.0,verano,25.0,28.0,6.3,5.31,0.0,0.0,0.0,0.0,2000.0,120.0,2.0,7.6,0.59,0.38,0.23,3.2,,35.0,0.0,0.007,,2.61,,47.0,,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
28.0,Náutico 400 m,QU062,2023-05-10,2023.0,otoño,17.0,23.0,5.7,7.04,0.0,0.0,0.0,0.0,3.0,840.0,88.0,2.7,0.22,0.14,0.13,,,70.0,0.0,,,17.13,,37.0,Extremadamente deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
29.0,Náutico 400 m,QU062,2023-08-23,2023.0,invierno,12.0,15.0,9.3,7.4,0.0,0.0,0.0,0.0,450.0,450.0,640.0,8.9,1.9,3.1,0.3,,,22.0,0.0,,,3.1,,40.0,Extremadamente deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
28.0,Náutico 400 m,QU062,2023-11-14,2023.0,primavera,16.0,22.0,,6.91,0.0,0.0,0.0,1.0,,,,3.7,0.92,0.23,,3.9,,18.0,0.0,,,,0.17,40.0,Extremadamente deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
29.0,Pejerrey Club 400 m,QU063,2023-02-22,2023.0,verano,25.0,28.0,7.23,6.32,0.0,0.0,0.0,0.0,6000.0,400.0,30.0,6.9,0.24,0.34,0.18,2.7,,38.0,0.0,0.011,,3.1,,,,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
29.0,Pejerrey Club 400 m,QU063,2023-05-10,2023.0,otoño,17.0,23.0,,6.75,0.0,0.0,0.0,0.0,2.0,400.0,60.0,10.0,0.78,0.3,0.29,,,17.0,0.0,,,1.2,,36.0,Extremadamente deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
30.0,Pejerrey Club 400 m,QU063,2023-08-23,2023.0,invierno,12.0,15.0,8.11,7.55,0.0,0.0,0.0,0.0,600.0,600.0,260.0,7.7,1.5,0.48,0.25,,,27.0,0.0,,,1.31,,47.0,Muy deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
29.0,Pejerrey Club 400 m,QU063,2023-11-14,2023.0,primavera,16.0,22.0,,6.97,0.0,0.0,0.0,0.0,800.0,540.0,140.0,3.8,,0.24,,7.3,,11.0,0.0,,,10.7,,39.0,Extremadamente deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
10.0,Del Arca,SF015,2023-02-22,2023.0,verano,26.0,14.0,5.65,,0.0,0.0,0.0,1.0,15000.0,4700.0,920.0,5.1,1.2,0.26,0.23,2.1,,21.0,0.0,,,,,35.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171616.0,157308.0,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,2023-05-10,2023.0,otoño,19.0,20.0,5.85,,0.0,0.0,0.0,0.0,5000.0,1400.0,300.0,6.2,0.62,0.21,0.2,,,40.0,0.0,,,2.79,,35.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171616.0,157308.0,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,2023-08-23,2023.0,invierno,16.0,13.0,5.4,,0.0,0.0,0.0,0.0,3000.0,2700.0,500.0,13.9,10.0,0.95,0.37,2.0,,19.0,0.0,,,3.85,,39.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171616.0,157308.0,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,2023-11-14,2023.0,primavera,16.0,13.0,5.4,,0.0,0.0,0.0,0.0,62000.0,5800.0,2480.0,2.6,1.7,0.3,,3.4,,12.0,0.0,,,,,28.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171616.0,157308.0,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
11.0,Espigón La Farola,SI021,2023-02-22,2023.0,verano,,,,,,,,,,,,,,,,,,,,,,,,,,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
11.0,Espigón La Farola,SI021,2023-05-10,2023.0,otoño,,,,,,,,,,,,,,,,,,,,,,,,,,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
11.0,Espigón La Farola,SI021,2023-08-23,2023.0,invierno,,,,,,,,,,,,,,,,,,,,,,,,,,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
11.0,Espigón La Farola,SI021,2023-11-14,2023.0,primavera,,,,,,,,,,,,,,,,,,,,,,,,,,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,2023-02-22,2023.0,verano,28.0,27.0,6.5,6.0,0.0,0.0,0.0,0.0,1700.0,1000.0,60.0,4.3,0.51,0.46,0.19,3.1,52.0,20.0,0.0,,,11.81,,37.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,2023-05-10,2023.0,otoño,18.0,21.0,6.32,,0.0,0.0,0.0,0.0,1.3,600.0,130.0,5.3,0.77,0.15,0.14,,,23.0,0.0,,,7.4,,35.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,2023-08-23,2023.0,invierno,13.7,14.0,7.64,,0.0,0.0,0.0,0.0,2900.0,2300.0,1400.0,8.6,1.0,0.58,0.28,,,20.0,0.0,,,3.11,,40.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,2023-11-14,2023.0,primavera,22.0,23.0,5.61,,0.0,0.0,0.0,0.0,400.0,400.0,300.0,3.1,0.27,0.19,,2.0,,14.0,0.0,,,,,41.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,2023-02-22,2023.0,verano,,,,,,,,,,,,,,,,,,,,,,,,,,San Isidro,Perú puente,-34.484.169,-5.847.945,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,2023-05-10,2023.0,otoño,20.0,22.0,3.24,,0.0,0.0,0.0,0.0,24.0,19000.0,5000.0,20.0,2.9,0.43,0.33,3.1,,3.5,0.0,,,1.31,,32.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,2023-08-23,2023.0,invierno,17.5,14.0,6.37,,0.0,0.0,0.0,0.0,150000.0,65000.0,18000.0,12.7,1.4,0.29,0.28,2.8,,21.0,0.0,,,2.83,,35.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,2023-11-14,2023.0,primavera,23.0,23.0,4.86,,0.0,0.0,0.0,0.0,28000.0,20000.0,10000.0,14.4,2.1,0.36,,2.7,,6.2,0.0,,,,,32.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,2023-02-22,2023.0,verano,28.7,30.0,8.53,6.95,0.0,0.0,0.0,0.0,5200.0,4500.0,110.0,5.5,0.5,0.3,0.28,2.5,,24.0,0.0,,,6.7,0.99,40.0,Extremadamente deteriorada,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,2023-05-10,2023.0,otoño,18.0,22.0,5.16,,0.0,0.0,0.0,0.0,5800.0,4200.0,500.0,6.9,0.94,0.2,0.19,,,13.0,0.0,,,6.4,,35.0,Extremadamente deteriorada,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,2023-08-23,2023.0,invierno,13.7,14.0,6.66,,0.0,0.0,0.0,0.0,3300.0,2300.0,1500.0,,8.5,1.5,0.61,4.3,,4.0,0.0,,,0.94,,40.0,Extremadamente deteriorada,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,2023-11-14,2023.0,primavera,24.0,23.0,6.69,,0.0,0.0,0.0,0.0,500.0,500.0,200.0,5.0,0.6,0.19,,2.0,,18.0,0.0,,,,,39.0,Extremadamente deteriorada,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
1.0,Canal Villanueva y Río Luján,TI001,2023-02-22,2023.0,verano,26.0,24.0,6.59,7.24,0.0,0.0,0.0,1.0,600.0,100.0,130.0,3.9,,0.26,,,,29.0,0.0,,,0.87,,53.0,,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
1.0,Canal Villanueva y Río Luján,TI001,2023-05-10,2023.0,otoño,18.0,12.0,7.09,7.22,0.0,0.0,0.0,0.0,3200.0,2200.0,770.0,3.9,0.3,0.16,0.15,,,45.0,0.0,,,2.56,,39.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
